tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma	sample	site	location
PKQA-5E_LP-DIR-T-688	PKQA-5E_LP-DIR-T	PKQA-5E	6.4	298.9	35.0	0	0	0	0	15	663	This study	shoemake 2024-11-26 11:44:49	LT-T-Z:LP-DIR-T	g	5525	u	8	273			pmagpy-4.3.7	3.09e-06	3.06e-07	1.62e-07	5.56e-08	PKQA-5	PKQA	PKQA
PKQA-5E_LP-DIR-T-689	PKQA-5E_LP-DIR-T	PKQA-5E	8.2	330.9	23.5	0	0	0	0	16	693	This study	shoemake 2024-11-28 00:00:38	LT-T-Z:LP-DIR-T	g	5526	u	8	273			pmagpy-4.3.7	7.57e-08	6.01e-09	8.8e-09	2.67e-09	PKQA-5	PKQA	PKQA
PKQA-5E_LP-DIR-T-691	PKQA-5E_LP-DIR-T	PKQA-5E	8.0	330.8	23.4	0	0	0	0	18	693	This study	shoemake 2024-12-04 21:56:16	LT-T-Z:LP-DIR-T	g	5528	u	8	273			pmagpy-4.3.7	7.54e-08	6.06e-09	8.55e-09	2.11e-09	PKQA-5	PKQA	PKQA
PKQA-5E_LP-DIR-T-692	PKQA-5E_LP-DIR-T	PKQA-5E	6.7	325.5	29.1	0	0	0	0	19	723	This study	shoemake 2024-12-06 15:59:56	LT-T-Z:LP-DIR-T	g	5529	u	8	273			pmagpy-4.3.7	7.08e-08	5.17e-09	6.45e-09	1.33e-09	PKQA-5	PKQA	PKQA
PKQA-5E_LP-DIR-T-693	PKQA-5E_LP-DIR-T	PKQA-5E	4.3	338.1	26.6	0	0	0	0	20	753	This study	shoemake 2025-02-22 23:54:45	LT-T-Z:LP-DIR-T	g	5530	u	8	273			pmagpy-4.3.7	5.78e-08	3.32e-09	4.02e-09	6.08e-10	PKQA-5	PKQA	PKQA
PKQA-5E_LP-DIR-T-694	PKQA-5E_LP-DIR-T	PKQA-5E	10.6	321.1	30.3	0	0	0	0	21	783	This study	shoemake 2025-02-28 11:39:24	LT-T-Z:LP-DIR-T	g	5531	u	8	273			pmagpy-4.3.7	6.47e-08	7.94e-09	9.56e-09	3.91e-10	PKQA-5	PKQA	PKQA
PKQA-5F_LP-DIR-T-696	PKQA-5F_LP-DIR-T	PKQA-5F	4.8	274.5	34.4	0	0	0	0	1	273	This study	shoemake 2024-07-16 10:44:16	LT-NO:LP-DIR-T	g	5533	u	8	273			pmagpy-4.3.7	5.22e-05	4.15e-06	1.04e-06	8.83e-07	PKQA-5	PKQA	PKQA
PKQA-5F_LP-DIR-T-697	PKQA-5F_LP-DIR-T	PKQA-5F	4.8	273.8	34.0	0	0	0	0	2	77	This study	shoemake 2024-07-29 22:07:25	LT-LT-Z:LP-DIR-T	g	5534	u	8	273			pmagpy-4.3.7	4.62e-05	3.83e-06	5.27e-07	3.46e-07	PKQA-5	PKQA	PKQA
PKQA-5F_LP-DIR-T-698	PKQA-5F_LP-DIR-T	PKQA-5F	2.5	272.4	33.9	0	0	0	0	3	77	This study	shoemake 2024-08-11 19:46:14	LT-LT-Z:LP-DIR-T	g	5535	u	8	273			pmagpy-4.3.7	4.53e-05	1.9e-06	4.71e-07	3.7e-07	PKQA-5	PKQA	PKQA
PKQA-5F_LP-DIR-T-699	PKQA-5F_LP-DIR-T	PKQA-5F	3.0	282.2	33.4	0	0	0	0	4	343	This study	shoemake 2024-08-16 11:25:17	LT-T-Z:LP-DIR-T	g	5536	u	8	273			pmagpy-4.3.7	2.76e-05	1.38e-06	3.83e-07	2.17e-07	PKQA-5	PKQA	PKQA
PKQA-5F_LP-DIR-T-700	PKQA-5F_LP-DIR-T	PKQA-5F	6.2	282.8	33.5	0	0	0	0	5	373	This study	shoemake 2024-08-28 12:47:51	LT-T-Z:LP-DIR-T	g	5537	u	8	273			pmagpy-4.3.7	2.74e-05	2.88e-06	7.68e-07	1.72e-07	PKQA-5	PKQA	PKQA
PKQA-5F_LP-DIR-T-701	PKQA-5F_LP-DIR-T	PKQA-5F	1.5	273.8	33.2	0	0	0	0	6	403	This study	shoemake 2024-08-30 16:15:50	LT-T-Z:LP-DIR-T	g	5538	u	8	273			pmagpy-4.3.7	2.74e-05	7.01e-07	2.15e-07	1.88e-07	PKQA-5	PKQA	PKQA
PKQA-5F_LP-DIR-T-702	PKQA-5F_LP-DIR-T	PKQA-5F	0.8	285.4	33.2	0	0	0	0	7	433	This study	shoemake 2024-09-06 15:10:09	LT-T-Z:LP-DIR-T	g	5539	u	8	273			pmagpy-4.3.7	2.56e-05	2.82e-07	2.11e-07	1.57e-07	PKQA-5	PKQA	PKQA
PKQA-5F_LP-DIR-T-703	PKQA-5F_LP-DIR-T	PKQA-5F	7.9	289.5	33.1	0	0	0	0	8	463	This study	shoemake 2024-09-10 16:23:58	LT-T-Z:LP-DIR-T	g	5540	u	8	273			pmagpy-4.3.7	2.33e-05	3.03e-06	1.1e-06	1.38e-07	PKQA-5	PKQA	PKQA
PKQA-5F_LP-DIR-T-704	PKQA-5F_LP-DIR-T	PKQA-5F	3.4	296.9	33.2	0	0	0	0	9	483	This study	shoemake 2024-10-16 19:52:02	LT-T-Z:LP-DIR-T	g	5541	u	8	273			pmagpy-4.3.7	1.51e-05	8.04e-07	3.89e-07	1.36e-07	PKQA-5	PKQA	PKQA
PKQA-5F_LP-DIR-T-705	PKQA-5F_LP-DIR-T	PKQA-5F	3.2	292.5	33.3	0	0	0	0	10	513	This study	shoemake 2024-10-30 15:32:55	LT-T-Z:LP-DIR-T	g	5542	u	8	273			pmagpy-4.3.7	8.22e-06	4.15e-07	2.11e-07	5.83e-08	PKQA-5	PKQA	PKQA
PKQA-5F_LP-DIR-T-706	PKQA-5F_LP-DIR-T	PKQA-5F	1.4	292.3	33.6	0	0	0	0	11	543	This study	shoemake 2024-11-11 22:31:24	LT-T-Z:LP-DIR-T	g	5543	u	8	273			pmagpy-4.3.7	8.02e-06	1.58e-07	1.11e-07	7.98e-08	PKQA-5	PKQA	PKQA
PKQA-5F_LP-DIR-T-707	PKQA-5F_LP-DIR-T	PKQA-5F	3.1	294.9	33.5	0	0	0	0	12	573	This study	shoemake 2024-11-16 11:39:42	LT-T-Z:LP-DIR-T	g	5544	u	8	273			pmagpy-4.3.7	7.85e-06	3.68e-07	2.03e-07	6.69e-08	PKQA-5	PKQA	PKQA
PKQA-5F_LP-DIR-T-708	PKQA-5F_LP-DIR-T	PKQA-5F	3.0	295.2	33.9	0	0	0	0	13	603	This study	shoemake 2024-11-17 00:33:10	LT-T-Z:LP-DIR-T	g	5545	u	8	273			pmagpy-4.3.7	7.44e-06	3.27e-07	1.96e-07	8.73e-08	PKQA-5	PKQA	PKQA
PKQA-5F_LP-DIR-T-709	PKQA-5F_LP-DIR-T	PKQA-5F	2.4	292.4	33.6	0	0	0	0	14	633	This study	shoemake 2024-11-24 15:22:48	LT-T-Z:LP-DIR-T	g	5546	u	8	273			pmagpy-4.3.7	5.05e-06	1.71e-07	1.01e-07	9.16e-08	PKQA-5	PKQA	PKQA
PKQA-5F_LP-DIR-T-710	PKQA-5F_LP-DIR-T	PKQA-5F	3.8	298.2	33.7	0	0	0	0	15	663	This study	shoemake 2024-11-26 11:47:16	LT-T-Z:LP-DIR-T	g	5547	u	8	273			pmagpy-4.3.7	2.79e-06	1.48e-07	9.67e-08	5.55e-08	PKQA-5	PKQA	PKQA
PKQA-5F_LP-DIR-T-711	PKQA-5F_LP-DIR-T	PKQA-5F	3.2	334.3	20.4	0	0	0	0	16	693	This study	shoemake 2024-11-28 00:03:04	LT-T-Z:LP-DIR-T	g	5548	u	8	273			pmagpy-4.3.7	6.76e-08	1.17e-09	3.03e-09	2.13e-09	PKQA-5	PKQA	PKQA
PKQA-5F_LP-DIR-T-713	PKQA-5F_LP-DIR-T	PKQA-5F	5.8	333.0	19.7	0	0	0	0	18	693	This study	shoemake 2024-12-04 21:58:41	LT-T-Z:LP-DIR-T	g	5550	u	8	273			pmagpy-4.3.7	6.73e-08	3.47e-09	5.61e-09	1.87e-09	PKQA-5	PKQA	PKQA
PKQA-5F_LP-DIR-T-714	PKQA-5F_LP-DIR-T	PKQA-5F	3.6	320.1	29.6	0	0	0	0	19	723	This study	shoemake 2024-12-06 16:02:23	LT-T-Z:LP-DIR-T	g	5551	u	8	273			pmagpy-4.3.7	5.92e-08	2.74e-09	2.41e-09	1.15e-09	PKQA-5	PKQA	PKQA
PKQA-5F_LP-DIR-T-715	PKQA-5F_LP-DIR-T	PKQA-5F	5.0	345.3	24.1	0	0	0	0	20	753	This study	shoemake 2025-02-22 23:57:09	LT-T-Z:LP-DIR-T	g	5552	u	8	273			pmagpy-4.3.7	5.05e-08	3.29e-09	4.15e-09	4.28e-10	PKQA-5	PKQA	PKQA
PKQA-5F_LP-DIR-T-716	PKQA-5F_LP-DIR-T	PKQA-5F	6.3	325.0	32.8	0	0	0	0	21	783	This study	shoemake 2025-02-28 12:29:31	LT-T-Z:LP-DIR-T	g	5553	u	8	273			pmagpy-4.3.7	5.23e-08	4.21e-09	4.9e-09	3.8e-10	PKQA-5	PKQA	PKQA
PKQA-5G_LP-DIR-T-717	PKQA-5G_LP-DIR-T	PKQA-5G	1.2	267.1	34.0	0	0	0	0	0	273	This study	shoemake 2024-07-15 20:36:47	LT-NO:LP-DIR-T	g	5554	u	8	273			pmagpy-4.3.7	4.55e-05	5.59e-07	6.25e-07	5.45e-07	PKQA-5	PKQA	PKQA
PKQA-5G_LP-DIR-T-718	PKQA-5G_LP-DIR-T	PKQA-5G	4.4	271.9	33.8	0	0	0	0	1	77	This study	shoemake 2024-07-29 22:10:20	LT-LT-Z:LP-DIR-T	g	5555	u	8	273			pmagpy-4.3.7	3.99e-05	3.07e-06	2.57e-07	2.1e-07	PKQA-5	PKQA	PKQA
PKQA-5G_LP-DIR-T-719	PKQA-5G_LP-DIR-T	PKQA-5G	5.5	268.8	33.9	0	0	0	0	2	77	This study	shoemake 2024-08-11 19:48:46	LT-LT-Z:LP-DIR-T	g	5556	u	8	273			pmagpy-4.3.7	3.91e-05	3.78e-06	3.36e-07	2.65e-07	PKQA-5	PKQA	PKQA
PKQA-5G_LP-DIR-T-720	PKQA-5G_LP-DIR-T	PKQA-5G	7.9	280.5	33.3	0	0	0	0	3	343	This study	shoemake 2024-08-16 11:27:42	LT-T-Z:LP-DIR-T	g	5557	u	8	273			pmagpy-4.3.7	2.35e-05	3.19e-06	6.36e-07	1.99e-07	PKQA-5	PKQA	PKQA
PKQA-5G_LP-DIR-T-721	PKQA-5G_LP-DIR-T	PKQA-5G	8.7	281.7	33.3	0	0	0	0	4	343	This study	shoemake 2024-08-19 13:16:00	LT-T-Z:LP-DIR-T	g	5558	u	8	273			pmagpy-4.3.7	2.36e-05	3.53e-06	6.9e-07	1.75e-07	PKQA-5	PKQA	PKQA
PKQA-5G_LP-DIR-T-722	PKQA-5G_LP-DIR-T	PKQA-5G	9.0	281.2	33.3	0	0	0	0	5	343	This study	shoemake 2024-08-20 10:50:34	LT-T-Z:LP-DIR-T	g	5559	u	8	273			pmagpy-4.3.7	2.36e-05	3.68e-06	7.22e-07	1.72e-07	PKQA-5	PKQA	PKQA
PKQA-5G_LP-DIR-T-723	PKQA-5G_LP-DIR-T	PKQA-5G	8.7	282.0	33.3	0	0	0	0	6	373	This study	shoemake 2024-08-28 12:50:17	LT-T-Z:LP-DIR-T	g	5560	u	8	273			pmagpy-4.3.7	2.35e-05	3.53e-06	7.3e-07	1.75e-07	PKQA-5	PKQA	PKQA
PKQA-5G_LP-DIR-T-724	PKQA-5G_LP-DIR-T	PKQA-5G	1.4	275.3	32.9	0	0	0	0	7	403	This study	shoemake 2024-08-30 16:18:16	LT-T-Z:LP-DIR-T	g	5561	u	8	273			pmagpy-4.3.7	2.36e-05	5.25e-07	1.6e-07	1.77e-07	PKQA-5	PKQA	PKQA
PKQA-5G_LP-DIR-T-725	PKQA-5G_LP-DIR-T	PKQA-5G	5.6	285.2	32.9	0	0	0	0	8	433	This study	shoemake 2024-09-06 15:12:40	LT-T-Z:LP-DIR-T	g	5562	u	8	273			pmagpy-4.3.7	2.21e-05	2.08e-06	5.55e-07	1.34e-07	PKQA-5	PKQA	PKQA
PKQA-5G_LP-DIR-T-726	PKQA-5G_LP-DIR-T	PKQA-5G	5.1	281.1	32.8	0	0	0	0	9	463	This study	shoemake 2024-09-10 16:26:25	LT-T-Z:LP-DIR-T	g	5563	u	8	273			pmagpy-4.3.7	2.06e-05	1.81e-06	3.19e-07	1.41e-07	PKQA-5	PKQA	PKQA
PKQA-5G_LP-DIR-T-727	PKQA-5G_LP-DIR-T	PKQA-5G	7.0	296.7	32.8	0	0	0	0	10	483	This study	shoemake 2024-10-16 19:54:26	LT-T-Z:LP-DIR-T	g	5564	u	8	273			pmagpy-4.3.7	1.34e-05	1.52e-06	6.43e-07	1.06e-07	PKQA-5	PKQA	PKQA
PKQA-5G_LP-DIR-T-728	PKQA-5G_LP-DIR-T	PKQA-5G	4.3	293.4	32.5	0	0	0	0	11	483	This study	shoemake 2024-10-17 11:45:55	LT-T-Z:LP-DIR-T	g	5565	u	8	273			pmagpy-4.3.7	1.34e-05	9.42e-07	3.42e-07	1.68e-07	PKQA-5	PKQA	PKQA
PKQA-5G_LP-DIR-T-729	PKQA-5G_LP-DIR-T	PKQA-5G	1.8	287.6	33.1	0	0	0	0	12	513	This study	shoemake 2024-10-30 15:35:22	LT-T-Z:LP-DIR-T	g	5566	u	8	273			pmagpy-4.3.7	6.93e-06	2.1e-07	7.18e-08	3.77e-08	PKQA-5	PKQA	PKQA
PKQA-5G_LP-DIR-T-730	PKQA-5G_LP-DIR-T	PKQA-5G	1.6	290.8	33.1	0	0	0	0	13	543	This study	shoemake 2024-11-11 22:33:49	LT-T-Z:LP-DIR-T	g	5567	u	8	273			pmagpy-4.3.7	6.79e-06	1.63e-07	7.41e-08	6.84e-08	PKQA-5	PKQA	PKQA
PKQA-5G_LP-DIR-T-731	PKQA-5G_LP-DIR-T	PKQA-5G	1.6	288.9	32.9	0	0	0	0	14	573	This study	shoemake 2024-11-16 11:42:09	LT-T-Z:LP-DIR-T	g	5568	u	8	273			pmagpy-4.3.7	6.57e-06	1.52e-07	7.83e-08	8.01e-08	PKQA-5	PKQA	PKQA
PKQA-5G_LP-DIR-T-732	PKQA-5G_LP-DIR-T	PKQA-5G	1.5	292.2	33.2	0	0	0	0	15	603	This study	shoemake 2024-11-17 00:35:37	LT-T-Z:LP-DIR-T	g	5569	u	8	273			pmagpy-4.3.7	6.19e-06	1.34e-07	7.68e-08	7.38e-08	PKQA-5	PKQA	PKQA
PKQA-5G_LP-DIR-T-733	PKQA-5G_LP-DIR-T	PKQA-5G	4.2	294.9	32.5	0	0	0	0	16	633	This study	shoemake 2024-11-24 15:25:14	LT-T-Z:LP-DIR-T	g	5570	u	8	273			pmagpy-4.3.7	4.19e-06	2.79e-07	1.18e-07	7.87e-08	PKQA-5	PKQA	PKQA
PKQA-5G_LP-DIR-T-734	PKQA-5G_LP-DIR-T	PKQA-5G	5.1	300.2	33.4	0	0	0	0	17	663	This study	shoemake 2024-11-26 11:49:42	LT-T-Z:LP-DIR-T	g	5571	u	8	273			pmagpy-4.3.7	2.32e-06	1.78e-07	9.58e-08	4.76e-08	PKQA-5	PKQA	PKQA
PKQA-5G_LP-DIR-T-735	PKQA-5G_LP-DIR-T	PKQA-5G	5.3	345.5	17.4	0	0	0	0	18	693	This study	shoemake 2024-11-28 00:05:32	LT-T-Z:LP-DIR-T	g	5572	u	8	273			pmagpy-4.3.7	3.73e-08	1.22e-09	2.95e-09	1.48e-09	PKQA-5	PKQA	PKQA
PKQA-5G_LP-DIR-T-737	PKQA-5G_LP-DIR-T	PKQA-5G	4.4	336.2	15.9	0	0	0	0	20	693	This study	shoemake 2024-12-04 22:01:07	LT-T-Z:LP-DIR-T	g	5574	u	8	273			pmagpy-4.3.7	3.78e-08	1.44e-09	2.19e-09	1.34e-09	PKQA-5	PKQA	PKQA
PKQA-5G_LP-DIR-T-738	PKQA-5G_LP-DIR-T	PKQA-5G	2.4	320.5	27.2	0	0	0	0	21	723	This study	shoemake 2024-12-06 16:04:51	LT-T-Z:LP-DIR-T	g	5575	u	8	273			pmagpy-4.3.7	4.81e-08	6.03e-10	1.24e-09	1.57e-09	PKQA-5	PKQA	PKQA
PKQA-5G_LP-DIR-T-739	PKQA-5G_LP-DIR-T	PKQA-5G	4.4	340.7	18.6	0	0	0	0	22	753	This study	shoemake 2025-02-22 23:59:35	LT-T-Z:LP-DIR-T	g	5576	u	8	273			pmagpy-4.3.7	4.48e-08	2.97e-09	3.26e-09	2.81e-10	PKQA-5	PKQA	PKQA
PKQA-5G_LP-DIR-T-740	PKQA-5G_LP-DIR-T	PKQA-5G	7.6	324.8	32.8	0	0	0	0	23	783	This study	shoemake 2025-02-28 12:31:58	LT-T-Z:LP-DIR-T	g	5577	u	8	273			pmagpy-4.3.7	5.09e-08	4.74e-09	5.59e-09	3.64e-10	PKQA-5	PKQA	PKQA
PKQA-5H_LP-DIR-T-741	PKQA-5H_LP-DIR-T	PKQA-5H	9.8	265.1	34.5	0	0	0	0	0	273	This study	shoemake 2024-07-15 20:38:49	LT-NO:LP-DIR-T	g	5578	u	8	273			pmagpy-4.3.7	4.64e-05	7.99e-06	9.01e-07	5.46e-07	PKQA-5	PKQA	PKQA
PKQA-5H_LP-DIR-T-742	PKQA-5H_LP-DIR-T	PKQA-5H	0.7	270.6	33.8	0	0	0	0	1	77	This study	shoemake 2024-07-29 22:13:18	LT-LT-Z:LP-DIR-T	g	5579	u	8	273			pmagpy-4.3.7	4.13e-05	4.34e-07	2.65e-07	1.98e-07	PKQA-5	PKQA	PKQA
PKQA-5H_LP-DIR-T-743	PKQA-5H_LP-DIR-T	PKQA-5H	4.7	269.3	33.9	0	0	0	0	2	77	This study	shoemake 2024-08-11 19:51:15	LT-LT-Z:LP-DIR-T	g	5580	u	8	273			pmagpy-4.3.7	4.04e-05	3.33e-06	3.43e-07	2.62e-07	PKQA-5	PKQA	PKQA
PKQA-5H_LP-DIR-T-744	PKQA-5H_LP-DIR-T	PKQA-5H	2.7	282.5	33.0	0	0	0	0	3	343	This study	shoemake 2024-08-16 11:30:08	LT-T-Z:LP-DIR-T	g	5581	u	8	273			pmagpy-4.3.7	2.44e-05	1.09e-06	3.75e-07	1.72e-07	PKQA-5	PKQA	PKQA
PKQA-5H_LP-DIR-T-745	PKQA-5H_LP-DIR-T	PKQA-5H	4.7	279.3	33.1	0	0	0	0	4	373	This study	shoemake 2024-08-28 12:52:46	LT-T-Z:LP-DIR-T	g	5582	u	8	273			pmagpy-4.3.7	2.45e-05	1.98e-06	4.11e-07	1.32e-07	PKQA-5	PKQA	PKQA
PKQA-5H_LP-DIR-T-746	PKQA-5H_LP-DIR-T	PKQA-5H	0.6	275.4	32.9	0	0	0	0	5	403	This study	shoemake 2024-08-30 16:20:42	LT-T-Z:LP-DIR-T	g	5583	u	8	273			pmagpy-4.3.7	2.44e-05	2.11e-07	1.86e-07	1.18e-07	PKQA-5	PKQA	PKQA
PKQA-5H_LP-DIR-T-747	PKQA-5H_LP-DIR-T	PKQA-5H	2.4	277.8	32.8	0	0	0	0	6	433	This study	shoemake 2024-09-06 15:15:10	LT-T-Z:LP-DIR-T	g	5584	u	8	273			pmagpy-4.3.7	2.29e-05	9.43e-07	2.29e-07	1.07e-07	PKQA-5	PKQA	PKQA
PKQA-5H_LP-DIR-T-748	PKQA-5H_LP-DIR-T	PKQA-5H	3.1	282.1	32.7	0	0	0	0	7	463	This study	shoemake 2024-09-10 16:28:54	LT-T-Z:LP-DIR-T	g	5585	u	8	273			pmagpy-4.3.7	2.16e-05	1.14e-06	2.75e-07	1.09e-07	PKQA-5	PKQA	PKQA
PKQA-5H_LP-DIR-T-749	PKQA-5H_LP-DIR-T	PKQA-5H	5.4	293.1	32.9	0	0	0	0	8	483	This study	shoemake 2024-10-16 19:56:51	LT-T-Z:LP-DIR-T	g	5586	u	8	273			pmagpy-4.3.7	1.43e-05	1.28e-06	4.82e-07	8.43e-08	PKQA-5	PKQA	PKQA
PKQA-5H_LP-DIR-T-750	PKQA-5H_LP-DIR-T	PKQA-5H	2.9	289.2	33.8	0	0	0	0	9	513	This study	shoemake 2024-10-30 15:37:48	LT-T-Z:LP-DIR-T	g	5587	u	8	273			pmagpy-4.3.7	7.03e-06	3.39e-07	1.29e-07	3.67e-08	PKQA-5	PKQA	PKQA
PKQA-5H_LP-DIR-T-751	PKQA-5H_LP-DIR-T	PKQA-5H	5.3	294.0	33.6	0	0	0	0	10	543	This study	shoemake 2024-11-11 22:36:14	LT-T-Z:LP-DIR-T	g	5588	u	8	273			pmagpy-4.3.7	6.88e-06	5.86e-07	2.59e-07	5.85e-08	PKQA-5	PKQA	PKQA
PKQA-5H_LP-DIR-T-752	PKQA-5H_LP-DIR-T	PKQA-5H	5.7	293.1	33.5	0	0	0	0	11	573	This study	shoemake 2024-11-16 11:44:36	LT-T-Z:LP-DIR-T	g	5589	u	8	273			pmagpy-4.3.7	6.61e-06	6.06e-07	2.58e-07	7.7e-08	PKQA-5	PKQA	PKQA
PKQA-5H_LP-DIR-T-753	PKQA-5H_LP-DIR-T	PKQA-5H	1.9	293.4	33.5	0	0	0	0	12	603	This study	shoemake 2024-11-17 00:38:03	LT-T-Z:LP-DIR-T	g	5590	u	8	273			pmagpy-4.3.7	6.33e-06	1.79e-07	9.69e-08	6.84e-08	PKQA-5	PKQA	PKQA
PKQA-5H_LP-DIR-T-754	PKQA-5H_LP-DIR-T	PKQA-5H	4.5	296.4	32.5	0	0	0	0	13	633	This study	shoemake 2024-11-24 15:27:41	LT-T-Z:LP-DIR-T	g	5591	u	8	273			pmagpy-4.3.7	4.3e-06	2.96e-07	1.44e-07	7.77e-08	PKQA-5	PKQA	PKQA
PKQA-5H_LP-DIR-T-755	PKQA-5H_LP-DIR-T	PKQA-5H	3.7	299.7	33.4	0	0	0	0	14	663	This study	shoemake 2024-11-26 11:52:09	LT-T-Z:LP-DIR-T	g	5592	u	8	273			pmagpy-4.3.7	2.3e-06	1.28e-07	6.87e-08	4.7e-08	PKQA-5	PKQA	PKQA
PKQA-5H_LP-DIR-T-756	PKQA-5H_LP-DIR-T	PKQA-5H	6.8	342.3	21.5	0	0	0	0	15	693	This study	shoemake 2024-11-28 00:07:58	LT-T-Z:LP-DIR-T	g	5593	u	8	273			pmagpy-4.3.7	4.64e-08	2.24e-09	4.69e-09	2.08e-09	PKQA-5	PKQA	PKQA
PKQA-5H_LP-DIR-T-758	PKQA-5H_LP-DIR-T	PKQA-5H	7.2	341.8	22.1	0	0	0	0	17	693	This study	shoemake 2024-12-04 22:03:31	LT-T-Z:LP-DIR-T	g	5595	u	8	273			pmagpy-4.3.7	4.67e-08	2.4e-09	5.26e-09	1.51e-09	PKQA-5	PKQA	PKQA
PKQA-5H_LP-DIR-T-759	PKQA-5H_LP-DIR-T	PKQA-5H	2.0	324.5	25.8	0	0	0	0	18	723	This study	shoemake 2024-12-06 16:07:18	LT-T-Z:LP-DIR-T	g	5596	u	8	273			pmagpy-4.3.7	4.61e-08	9.46e-10	7.66e-10	1.08e-09	PKQA-5	PKQA	PKQA
PKQA-5H_LP-DIR-T-760	PKQA-5H_LP-DIR-T	PKQA-5H	6.2	347.6	14.1	0	0	0	0	19	753	This study	shoemake 2025-02-23 00:02:02	LT-T-Z:LP-DIR-T	g	5597	u	8	273			pmagpy-4.3.7	3.61e-08	3.05e-09	3.78e-09	3.06e-10	PKQA-5	PKQA	PKQA
PKQA-5H_LP-DIR-T-761	PKQA-5H_LP-DIR-T	PKQA-5H	6.7	327.1	33.8	0	0	0	0	20	783	This study	shoemake 2025-02-28 12:34:24	LT-T-Z:LP-DIR-T	g	5598	u	8	273			pmagpy-4.3.7	4.37e-08	3.68e-09	4.44e-09	3.43e-10	PKQA-5	PKQA	PKQA
PKQA-5I_LP-DIR-T-762	PKQA-5I_LP-DIR-T	PKQA-5I	2.8	270.7	34.2	0	0	0	0	0	273	This study	shoemake 2024-07-15 20:40:51	LT-NO:LP-DIR-T	g	5599	u	8	273			pmagpy-4.3.7	4.74e-05	2.2e-06	7.33e-07	5.12e-07	PKQA-5	PKQA	PKQA
PKQA-5I_LP-DIR-T-763	PKQA-5I_LP-DIR-T	PKQA-5I	5.0	274.6	34.1	0	0	0	0	1	77	This study	shoemake 2024-07-29 22:16:16	LT-LT-Z:LP-DIR-T	g	5600	u	8	273			pmagpy-4.3.7	4.18e-05	3.65e-06	3.49e-07	2.12e-07	PKQA-5	PKQA	PKQA
PKQA-5I_LP-DIR-T-764	PKQA-5I_LP-DIR-T	PKQA-5I	3.7	273.9	34.0	0	0	0	0	2	77	This study	shoemake 2024-08-11 19:53:43	LT-LT-Z:LP-DIR-T	g	5601	u	8	273			pmagpy-4.3.7	4.11e-05	2.66e-06	4.13e-07	2.61e-07	PKQA-5	PKQA	PKQA
PKQA-5I_LP-DIR-T-765	PKQA-5I_LP-DIR-T	PKQA-5I	5.1	282.1	33.1	0	0	0	0	3	343	This study	shoemake 2024-08-16 11:32:35	LT-T-Z:LP-DIR-T	g	5602	u	8	273			pmagpy-4.3.7	2.49e-05	2.15e-06	5.87e-07	1.53e-07	PKQA-5	PKQA	PKQA
PKQA-5I_LP-DIR-T-766	PKQA-5I_LP-DIR-T	PKQA-5I	3.5	283.5	32.9	0	0	0	0	4	373	This study	shoemake 2024-08-28 12:55:18	LT-T-Z:LP-DIR-T	g	5603	u	8	273			pmagpy-4.3.7	2.49e-05	1.44e-06	4.3e-07	1.34e-07	PKQA-5	PKQA	PKQA
PKQA-5I_LP-DIR-T-767	PKQA-5I_LP-DIR-T	PKQA-5I	1.8	279.2	33.1	0	0	0	0	5	403	This study	shoemake 2024-08-30 16:23:07	LT-T-Z:LP-DIR-T	g	5604	u	8	273			pmagpy-4.3.7	2.48e-05	7.35e-07	2.59e-07	1.27e-07	PKQA-5	PKQA	PKQA
PKQA-5I_LP-DIR-T-768	PKQA-5I_LP-DIR-T	PKQA-5I	3.3	282.7	32.9	0	0	0	0	6	433	This study	shoemake 2024-09-06 15:17:39	LT-T-Z:LP-DIR-T	g	5605	u	8	273			pmagpy-4.3.7	2.34e-05	1.28e-06	3.92e-07	1.25e-07	PKQA-5	PKQA	PKQA
PKQA-5I_LP-DIR-T-769	PKQA-5I_LP-DIR-T	PKQA-5I	4.1	280.1	32.4	0	0	0	0	7	463	This study	shoemake 2024-09-10 16:31:25	LT-T-Z:LP-DIR-T	g	5606	u	8	273			pmagpy-4.3.7	2.22e-05	1.57e-06	3.18e-07	1.22e-07	PKQA-5	PKQA	PKQA
PKQA-5I_LP-DIR-T-770	PKQA-5I_LP-DIR-T	PKQA-5I	5.9	297.0	32.8	0	0	0	0	8	483	This study	shoemake 2024-10-16 19:59:16	LT-T-Z:LP-DIR-T	g	5607	u	8	273			pmagpy-4.3.7	1.52e-05	1.41e-06	6.91e-07	1.07e-07	PKQA-5	PKQA	PKQA
PKQA-5I_LP-DIR-T-771	PKQA-5I_LP-DIR-T	PKQA-5I	1.1	293.5	32.6	0	0	0	0	9	513	This study	shoemake 2024-10-30 15:40:16	LT-T-Z:LP-DIR-T	g	5608	u	8	273			pmagpy-4.3.7	7.02e-06	1.23e-07	6.77e-08	3.43e-08	PKQA-5	PKQA	PKQA
