tab 	magic_measurements
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_temp	sequence	treatment_ac_field	treatment_dc_field	treatment_dc_field_phi	treatment_dc_field_theta	treatment_temp
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6C	PKQA-6C_LP-DIR-T	shoemake 2024-11-11 23:14:46	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6C_LP-DIR-T-990	2.3	302.9	nan	g	24.1	1.78e-05	10	8	6.06e-07	3.98e-07	1.6e-07	u	273	5827	0	0	0.0	0.0	543.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6C	PKQA-6C_LP-DIR-T	shoemake 2024-11-16 12:09:28	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6C_LP-DIR-T-991	4.6	301.1	nan	g	24.3	1.68e-05	11	8	1.15e-06	7.03e-07	1.92e-07	u	273	5828	0	0	0.0	0.0	573.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6C	PKQA-6C_LP-DIR-T	shoemake 2024-11-17 01:02:45	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6C_LP-DIR-T-992	2.5	300.0	nan	g	23.9	1.54e-05	12	8	5.52e-07	3.55e-07	1.69e-07	u	273	5829	0	0	0.0	0.0	603.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6C	PKQA-6C_LP-DIR-T	shoemake 2024-11-24 16:01:54	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6C_LP-DIR-T-993	5.7	297.8	nan	g	23.6	1.23e-05	13	8	1.08e-06	5.74e-07	2.05e-07	u	273	5830	0	0	0.0	0.0	633.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6C	PKQA-6C_LP-DIR-T	shoemake 2024-11-26 12:16:49	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6C_LP-DIR-T-994	3.0	296.5	nan	g	23.6	1.07e-05	14	8	4.62e-07	2.59e-07	1.85e-07	u	273	5831	0	0	0.0	0.0	663.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6C	PKQA-6C_LP-DIR-T	shoemake 2024-11-28 00:32:43	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6C_LP-DIR-T-995	4.2	301.3	nan	g	23.8	3.54e-06	15	8	2.18e-07	1.19e-07	8.59e-08	u	273	5832	0	0	0.0	0.0	693.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6C	PKQA-6C_LP-DIR-T	shoemake 2024-12-06 16:32:01	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6C_LP-DIR-T-996	3.5	301.4	nan	g	24.3	2.76e-06	16	8	1.39e-07	7.71e-08	5.5e-08	u	273	5833	0	0	0.0	0.0	723.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6C	PKQA-6C_LP-DIR-T	shoemake 2025-02-23 00:57:26	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6C_LP-DIR-T-997	10.2	303.4	nan	g	24.0	2.41e-06	17	8	3.68e-07	2.34e-07	1.7e-08	u	273	5834	0	0	0.0	0.0	753.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6C	PKQA-6C_LP-DIR-T	shoemake 2025-02-28 13:18:09	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6C_LP-DIR-T-998	2.2	304.9	nan	g	25.2	1.12e-06	18	8	3.62e-08	2.47e-08	7.9e-09	u	273	5835	0	0	0.0	0.0	783.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6D	PKQA-6D_LP-DIR-T	shoemake 2024-07-15 21:05:45	LT-NO:LP-DIR-T	pmagpy-4.3.7	PKQA-6D_LP-DIR-T-999	2.8	291.9	nan	g	21.6	6.43e-05	0	8	2.64e-06	1.34e-06	1.12e-06	u	273	5836	0	0	0.0	0.0	273.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6D	PKQA-6D_LP-DIR-T	shoemake 2024-07-29 22:51:49	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6D_LP-DIR-T-1000	2.1	291.0	nan	g	21.9	5.61e-05	1	8	1.91e-06	8.16e-07	2.77e-07	u	273	5837	0	0	0.0	0.0	77.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6D	PKQA-6D_LP-DIR-T	shoemake 2024-08-11 20:23:40	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6D_LP-DIR-T-1001	2.0	289.8	nan	g	22.0	5.53e-05	2	8	1.75e-06	7.24e-07	4.36e-07	u	273	5838	0	0	0.0	0.0	77.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6D	PKQA-6D_LP-DIR-T	shoemake 2024-08-16 12:02:13	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6D_LP-DIR-T-1002	9.5	289.5	nan	g	22.0	5.3e-05	3	8	8.37e-06	3.01e-06	3.65e-07	u	273	5839	0	0	0.0	0.0	343.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6D	PKQA-6D_LP-DIR-T	shoemake 2024-08-19 13:28:25	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6D_LP-DIR-T-1003	4.5	290.8	nan	g	21.8	5.36e-05	4	8	3.95e-06	1.58e-06	3.53e-07	u	273	5840	0	0	0.0	0.0	343.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6D	PKQA-6D_LP-DIR-T	shoemake 2024-08-28 13:20:01	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6D_LP-DIR-T-1004	3.6	285.9	nan	g	21.8	5.12e-05	5	8	3.06e-06	1e-06	2.99e-07	u	273	5841	0	0	0.0	0.0	373.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6D	PKQA-6D_LP-DIR-T	shoemake 2024-08-30 16:47:46	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6D_LP-DIR-T-1005	3.6	294.2	nan	g	22.0	3.92e-05	6	8	2.21e-06	1.07e-06	2.63e-07	u	273	5842	0	0	0.0	0.0	403.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6D	PKQA-6D_LP-DIR-T	shoemake 2024-09-06 15:42:21	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6D_LP-DIR-T-1006	2.3	297.2	nan	g	22.4	3.42e-05	7	8	1.19e-06	6.22e-07	2.21e-07	u	273	5843	0	0	0.0	0.0	433.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6D	PKQA-6D_LP-DIR-T	shoemake 2024-09-10 16:56:10	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6D_LP-DIR-T-1007	7.7	295.3	nan	g	22.6	3.03e-05	8	8	3.7e-06	1.75e-06	1.94e-07	u	273	5844	0	0	0.0	0.0	463.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6D	PKQA-6D_LP-DIR-T	shoemake 2024-10-16 20:25:15	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6D_LP-DIR-T-1008	4.1	298.7	nan	g	23.9	1.84e-05	9	8	1.14e-06	6.6e-07	1.34e-07	u	273	5845	0	0	0.0	0.0	483.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6D	PKQA-6D_LP-DIR-T	shoemake 2024-10-30 16:05:00	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6D_LP-DIR-T-1009	2.7	306.3	nan	g	24.2	1.84e-05	10	8	7.09e-07	5.19e-07	1.14e-07	u	273	5846	0	0	0.0	0.0	513.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6D	PKQA-6D_LP-DIR-T	shoemake 2024-11-11 23:17:15	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6D_LP-DIR-T-1010	6.5	300.3	nan	g	24.3	1.81e-05	11	8	1.8e-06	1.03e-06	1.8e-07	u	273	5847	0	0	0.0	0.0	543.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6D	PKQA-6D_LP-DIR-T	shoemake 2024-11-16 12:12:00	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6D_LP-DIR-T-1011	5.8	301.1	nan	g	24.4	1.81e-05	12	8	1.57e-06	9.43e-07	2.2e-07	u	273	5848	0	0	0.0	0.0	573.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6D	PKQA-6D_LP-DIR-T	shoemake 2024-11-17 01:05:15	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6D_LP-DIR-T-1012	4.6	301.4	nan	g	24.4	1.8e-05	13	8	1.23e-06	7.68e-07	2.09e-07	u	273	5849	0	0	0.0	0.0	603.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6D	PKQA-6D_LP-DIR-T	shoemake 2024-11-24 16:04:25	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6D_LP-DIR-T-1013	3.9	303.8	nan	g	24.5	1.77e-05	14	8	9.92e-07	6.58e-07	3e-07	u	273	5850	0	0	0.0	0.0	633.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6D	PKQA-6D_LP-DIR-T	shoemake 2024-11-26 12:19:19	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6D_LP-DIR-T-1014	9.9	304.5	nan	g	24.9	1.68e-05	15	8	2.43e-06	1.65e-06	2.94e-07	u	273	5851	0	0	0.0	0.0	663.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6D	PKQA-6D_LP-DIR-T	shoemake 2024-11-28 00:35:12	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6D_LP-DIR-T-1015	2.4	302.2	nan	g	24.7	1.56e-05	16	8	4.47e-07	3.24e-07	3.45e-07	u	273	5852	0	0	0.0	0.0	693.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6D	PKQA-6D_LP-DIR-T	shoemake 2024-12-06 16:34:32	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6D_LP-DIR-T-1016	2.1	307.3	nan	g	24.5	1.44e-05	17	8	3.88e-07	2.9e-07	2.63e-07	u	273	5853	0	0	0.0	0.0	723.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6D	PKQA-6D_LP-DIR-T	shoemake 2025-02-23 00:59:56	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6D_LP-DIR-T-1017	7.5	301.0	nan	g	23.4	1.19e-05	18	8	1.35e-06	8.02e-07	5.63e-08	u	273	5854	0	0	0.0	0.0	753.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6D	PKQA-6D_LP-DIR-T	shoemake 2025-02-28 13:20:38	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6D_LP-DIR-T-1018	5.2	304.2	nan	g	23.4	9.33e-06	19	8	7.04e-07	4.78e-07	4.83e-08	u	273	5855	0	0	0.0	0.0	783.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6E	PKQA-6E_LP-DIR-T	shoemake 2024-07-15 21:07:53	LT-NO:LP-DIR-T	pmagpy-4.3.7	PKQA-6E_LP-DIR-T-1019	1.2	289.0	nan	g	21.5	6.26e-05	0	8	5.6e-07	6.73e-07	1.02e-06	u	273	5856	0	0	0.0	0.0	273.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6E	PKQA-6E_LP-DIR-T	shoemake 2024-07-29 22:54:45	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6E_LP-DIR-T-1020	2.4	293.4	nan	g	21.9	5.46e-05	1	8	2.09e-06	9.3e-07	2.99e-07	u	273	5857	0	0	0.0	0.0	77.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6E	PKQA-6E_LP-DIR-T	shoemake 2024-08-11 20:26:10	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6E_LP-DIR-T-1021	3.4	287.3	nan	g	22.1	5.38e-05	2	8	3.05e-06	1.01e-06	3.84e-07	u	273	5858	0	0	0.0	0.0	77.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6E	PKQA-6E_LP-DIR-T	shoemake 2024-08-16 12:04:42	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6E_LP-DIR-T-1022	5.1	286.0	nan	g	22.0	5.15e-05	3	8	4.42e-06	1.27e-06	4.24e-07	u	273	5859	0	0	0.0	0.0	343.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6E	PKQA-6E_LP-DIR-T	shoemake 2024-08-28 13:22:31	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6E_LP-DIR-T-1023	6.6	293.0	nan	g	21.9	4.96e-05	4	8	5.3e-06	2.2e-06	4.42e-07	u	273	5860	0	0	0.0	0.0	373.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6E	PKQA-6E_LP-DIR-T	shoemake 2024-08-30 16:50:15	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6E_LP-DIR-T-1024	4.5	291.1	nan	g	22.2	3.72e-05	5	8	2.72e-06	1.1e-06	3.23e-07	u	273	5861	0	0	0.0	0.0	403.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6E	PKQA-6E_LP-DIR-T	shoemake 2024-09-06 15:44:47	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6E_LP-DIR-T-1025	0.6	297.0	nan	g	22.4	3.21e-05	6	8	2.55e-07	1.91e-07	2.06e-07	u	273	5862	0	0	0.0	0.0	433.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6E	PKQA-6E_LP-DIR-T	shoemake 2024-09-10 16:58:41	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6E_LP-DIR-T-1026	1.9	298.9	nan	g	22.8	2.84e-05	7	8	8.11e-07	4.34e-07	2.25e-07	u	273	5863	0	0	0.0	0.0	463.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6E	PKQA-6E_LP-DIR-T	shoemake 2024-10-16 20:27:43	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6E_LP-DIR-T-1027	0.6	296.6	nan	g	24.3	1.67e-05	8	8	1.12e-07	1.21e-07	1.29e-07	u	273	5864	0	0	0.0	0.0	483.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6E	PKQA-6E_LP-DIR-T	shoemake 2024-10-30 16:07:32	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6E_LP-DIR-T-1028	1.8	302.0	nan	g	24.8	1.67e-05	9	8	4.39e-07	2.73e-07	1.07e-07	u	273	5865	0	0	0.0	0.0	513.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6E	PKQA-6E_LP-DIR-T	shoemake 2024-11-11 23:19:46	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6E_LP-DIR-T-1029	4.3	301.7	nan	g	25.0	1.64e-05	10	8	1.06e-06	6.18e-07	1.73e-07	u	273	5866	0	0	0.0	0.0	543.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6E	PKQA-6E_LP-DIR-T	shoemake 2024-11-16 12:14:30	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6E_LP-DIR-T-1030	4.4	301.6	nan	g	25.1	1.64e-05	11	8	1.07e-06	6.48e-07	1.97e-07	u	273	5867	0	0	0.0	0.0	573.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6E	PKQA-6E_LP-DIR-T	shoemake 2024-11-17 01:07:47	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6E_LP-DIR-T-1031	1.3	301.8	nan	g	25.1	1.63e-05	12	8	2.58e-07	2.13e-07	1.84e-07	u	273	5868	0	0	0.0	0.0	603.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6E	PKQA-6E_LP-DIR-T	shoemake 2024-11-24 16:06:57	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6E_LP-DIR-T-1032	3.6	302.0	nan	g	25.4	1.6e-05	13	8	8.27e-07	5.25e-07	2.62e-07	u	273	5869	0	0	0.0	0.0	633.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6E	PKQA-6E_LP-DIR-T	shoemake 2024-11-26 12:21:51	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6E_LP-DIR-T-1033	4.2	307.0	nan	g	25.6	1.54e-05	14	8	8.93e-07	6.7e-07	2.62e-07	u	273	5870	0	0	0.0	0.0	663.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6E	PKQA-6E_LP-DIR-T	shoemake 2024-11-28 00:37:43	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6E_LP-DIR-T-1034	5.5	300.3	nan	g	25.4	1.36e-05	15	8	1.11e-06	6.39e-07	2.91e-07	u	273	5871	0	0	0.0	0.0	693.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6E	PKQA-6E_LP-DIR-T	shoemake 2024-12-06 16:37:02	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6E_LP-DIR-T-1035	4.5	299.9	nan	g	25.0	1.25e-05	16	8	8.36e-07	4.83e-07	2.14e-07	u	273	5872	0	0	0.0	0.0	723.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6E	PKQA-6E_LP-DIR-T	shoemake 2025-02-23 01:02:29	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6E_LP-DIR-T-1036	6.8	298.0	nan	g	24.1	1.01e-05	17	8	1.07e-06	5.53e-07	5.4e-08	u	273	5873	0	0	0.0	0.0	753.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6E	PKQA-6E_LP-DIR-T	shoemake 2025-02-28 13:23:10	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6E_LP-DIR-T-1037	5.6	299.5	nan	g	24.4	7.72e-06	18	8	6.64e-07	3.68e-07	4.39e-08	u	273	5874	0	0	0.0	0.0	783.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6F	PKQA-6F_LP-DIR-T	shoemake 2024-07-15 21:09:59	LT-NO:LP-DIR-T	pmagpy-4.3.7	PKQA-6F_LP-DIR-T-1038	2.4	290.1	nan	g	21.7	5.63e-05	0	8	2.13e-06	9.01e-07	7.11e-07	u	273	5875	0	0	0.0	0.0	273.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6F	PKQA-6F_LP-DIR-T	shoemake 2024-07-29 22:57:41	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6F_LP-DIR-T-1039	4.3	289.7	nan	g	21.9	4.89e-05	1	8	3.49e-06	1.17e-06	2.92e-07	u	273	5876	0	0	0.0	0.0	77.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6F	PKQA-6F_LP-DIR-T	shoemake 2024-08-11 20:28:42	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6F_LP-DIR-T-1040	1.1	283.1	nan	g	21.8	4.8e-05	2	8	8.26e-07	3.82e-07	3.59e-07	u	273	5877	0	0	0.0	0.0	77.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6F	PKQA-6F_LP-DIR-T	shoemake 2024-08-16 12:07:10	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6F_LP-DIR-T-1041	8.8	279.4	nan	g	22.0	4.5e-05	3	8	6.8e-06	1.26e-06	3.28e-07	u	273	5878	0	0	0.0	0.0	343.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6F	PKQA-6F_LP-DIR-T	shoemake 2024-08-19 13:30:54	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6F_LP-DIR-T-1042	2.7	283.3	nan	g	21.8	4.55e-05	4	8	2.01e-06	6.16e-07	3.02e-07	u	273	5879	0	0	0.0	0.0	343.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6F	PKQA-6F_LP-DIR-T	shoemake 2024-08-28 13:24:59	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6F_LP-DIR-T-1043	4.4	282.0	nan	g	21.8	4.43e-05	5	8	3.29e-06	8.14e-07	2.61e-07	u	273	5880	0	0	0.0	0.0	373.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6F	PKQA-6F_LP-DIR-T	shoemake 2024-08-30 16:52:46	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6F_LP-DIR-T-1044	0.8	292.6	nan	g	22.0	3.24e-05	6	8	3.89e-07	2.12e-07	2.26e-07	u	273	5881	0	0	0.0	0.0	403.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6F	PKQA-6F_LP-DIR-T	shoemake 2024-09-06 15:47:12	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6F_LP-DIR-T-1045	3.7	285.4	nan	g	22.7	2.75e-05	7	8	1.72e-06	4.4e-07	1.56e-07	u	273	5882	0	0	0.0	0.0	433.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6F	PKQA-6F_LP-DIR-T	shoemake 2024-09-10 17:01:09	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6F_LP-DIR-T-1046	6.0	296.8	nan	g	23.0	2.43e-05	8	8	2.27e-06	1.17e-06	1.37e-07	u	273	5883	0	0	0.0	0.0	463.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6F	PKQA-6F_LP-DIR-T	shoemake 2024-10-16 20:30:11	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6F_LP-DIR-T-1047	2.4	295.9	nan	g	24.6	1.41e-05	9	8	5.34e-07	2.52e-07	1.01e-07	u	273	5884	0	0	0.0	0.0	483.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6F	PKQA-6F_LP-DIR-T	shoemake 2024-10-30 16:10:05	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6F_LP-DIR-T-1048	2.9	302.0	nan	g	24.9	1.41e-05	10	8	5.89e-07	3.93e-07	6.54e-08	u	273	5885	0	0	0.0	0.0	513.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6F	PKQA-6F_LP-DIR-T	shoemake 2024-11-11 23:22:17	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6F_LP-DIR-T-1049	2.3	300.2	nan	g	25.1	1.39e-05	11	8	4.9e-07	3.01e-07	8.86e-08	u	273	5886	0	0	0.0	0.0	543.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6F	PKQA-6F_LP-DIR-T	shoemake 2024-11-16 12:17:02	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6F_LP-DIR-T-1050	0.8	300.8	nan	g	25.2	1.39e-05	12	8	1.13e-07	1.35e-07	1.15e-07	u	273	5887	0	0	0.0	0.0	573.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6F	PKQA-6F_LP-DIR-T	shoemake 2024-11-17 01:10:18	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6F_LP-DIR-T-1051	1.7	298.5	nan	g	25.3	1.38e-05	13	8	3.49e-07	2.02e-07	1.09e-07	u	273	5888	0	0	0.0	0.0	603.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6F	PKQA-6F_LP-DIR-T	shoemake 2024-11-24 16:09:29	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6F_LP-DIR-T-1052	1.8	300.5	nan	g	25.5	1.35e-05	14	8	2.97e-07	2.45e-07	2.13e-07	u	273	5889	0	0	0.0	0.0	633.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6F	PKQA-6F_LP-DIR-T	shoemake 2024-11-26 12:24:23	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6F_LP-DIR-T-1053	2.0	302.3	nan	g	25.7	1.3e-05	15	8	3.21e-07	2.77e-07	1.87e-07	u	273	5890	0	0	0.0	0.0	663.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6F	PKQA-6F_LP-DIR-T	shoemake 2024-11-28 00:40:13	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6F_LP-DIR-T-1054	1.8	295.8	nan	g	25.2	1.11e-05	16	8	2.16e-07	1.85e-07	2.34e-07	u	273	5891	0	0	0.0	0.0	693.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6F	PKQA-6F_LP-DIR-T	shoemake 2024-12-06 16:39:35	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6F_LP-DIR-T-1055	1.9	301.4	nan	g	24.8	1.01e-05	17	8	2.6e-07	1.76e-07	1.52e-07	u	273	5892	0	0	0.0	0.0	723.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6F	PKQA-6F_LP-DIR-T	shoemake 2025-02-23 01:05:03	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6F_LP-DIR-T-1056	4.5	299.6	nan	g	24.1	8.41e-06	18	8	5.72e-07	3.37e-07	3.6e-08	u	273	5893	0	0	0.0	0.0	753.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6F	PKQA-6F_LP-DIR-T	shoemake 2025-02-28 13:25:42	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6F_LP-DIR-T-1057	2.5	293.4	nan	g	24.5	6.09e-06	19	8	2.44e-07	1.03e-07	2.78e-08	u	273	5894	0	0	0.0	0.0	783.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6G	PKQA-6G_LP-DIR-T	shoemake 2024-07-15 21:12:05	LT-NO:LP-DIR-T	pmagpy-4.3.7	PKQA-6G_LP-DIR-T-1058	6.3	279.5	nan	g	21.8	6.03e-05	0	8	6.47e-06	1.29e-06	1.01e-06	u	273	5895	0	0	0.0	0.0	273.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6G	PKQA-6G_LP-DIR-T	shoemake 2024-07-29 23:00:36	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6G_LP-DIR-T-1059	0.7	287.2	nan	g	21.9	5.31e-05	1	8	5.87e-07	3.41e-07	2.71e-07	u	273	5896	0	0	0.0	0.0	77.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6G	PKQA-6G_LP-DIR-T	shoemake 2024-08-11 20:31:14	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6G_LP-DIR-T-1060	0.7	281.1	nan	g	22.0	5.25e-05	2	8	5.28e-07	3.89e-07	3.04e-07	u	273	5897	0	0	0.0	0.0	77.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6G	PKQA-6G_LP-DIR-T	shoemake 2024-08-16 12:09:35	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6G_LP-DIR-T-1061	6.8	282.4	nan	g	22.0	4.84e-05	3	8	5.59e-06	1.33e-06	3.56e-07	u	273	5898	0	0	0.0	0.0	343.0
nan	This study	PKQA	PKQA-6	PKQA	PKQA-6G	PKQA-6G_LP-DIR-T	shoemake 2024-08-28 13:27:25	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKQA-6G_LP-DIR-T-1062	1.1	285.8	nan	g	22.0	4.82e-05	4	8	8.34e-07	3.93e-07	3.19e-07	u	273	5899	0	0	0.0	0.0	373.0
