tab	measurements																									
analysts	citations	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma	meas_n_orient	meas_temp	measurement	method_codes	quality	sequence	software_packages	specimen	standard	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp
	This study		5.4	159.5	16.3	PKQA-2B_LP-DIR-T	shoemake 2024-08-28 11:46:14	1.57E-05	4.21E-07	1.39E-06	2.65E-07	8	273	PKQA-2B_LP-DIR-T-194	LT-T-Z:LP-DIR-T	g	5031	pmagpy-4.3.7	PKQA-2B	u	0	0	0	0	4	373
	This study		3.8	158.5	16.5	PKQA-2B_LP-DIR-T	shoemake 2024-08-30 15:14:01	1.19E-05	3.74E-07	6.81E-07	1.81E-07	8	273	PKQA-2B_LP-DIR-T-195	LT-T-Z:LP-DIR-T	g	5032	pmagpy-4.3.7	PKQA-2B	u	0	0	0	0	5	403
	This study		1.7	154.6	17.1	PKQA-2B_LP-DIR-T	shoemake 2024-09-06 14:08:48	9.91E-06	1.50E-07	2.38E-07	1.08E-07	8	273	PKQA-2B_LP-DIR-T-196	LT-T-Z:LP-DIR-T	g	5033	pmagpy-4.3.7	PKQA-2B	u	0	0	0	0	6	433
	This study		3	155	17.6	PKQA-2B_LP-DIR-T	shoemake 2024-09-10 15:22:15	8.96E-06	1.77E-07	4.25E-07	1.06E-07	8	273	PKQA-2B_LP-DIR-T-197	LT-T-Z:LP-DIR-T	g	5034	pmagpy-4.3.7	PKQA-2B	u	0	0	0	0	7	463
	This study		3.5	152.6	18.9	PKQA-2B_LP-DIR-T	shoemake 2024-10-16 17:06:10	4.05E-06	9.91E-08	2.23E-07	5.06E-08	8	273	PKQA-2B_LP-DIR-T-198	LT-T-Z:LP-DIR-T	g	5035	pmagpy-4.3.7	PKQA-2B	u	0	0	0	0	8	483
	This study		3.5	151.9	18.9	PKQA-2B_LP-DIR-T	shoemake 2024-10-30 14:30:49	4.10E-06	1.09E-07	2.28E-07	3.00E-08	8	273	PKQA-2B_LP-DIR-T-199	LT-T-Z:LP-DIR-T	g	5036	pmagpy-4.3.7	PKQA-2B	u	0	0	0	0	9	513
	This study		0.9	151.5	19.2	PKQA-2B_LP-DIR-T	shoemake 2024-11-11 21:29:50	4.04E-06	3.86E-08	4.22E-08	4.55E-08	8	273	PKQA-2B_LP-DIR-T-200	LT-T-Z:LP-DIR-T	g	5037	pmagpy-4.3.7	PKQA-2B	u	0	0	0	0	10	543
	This study		4.1	155	19	PKQA-2B_LP-DIR-T	shoemake 2024-11-16 10:35:28	4.04E-06	1.15E-07	2.62E-07	5.77E-08	8	273	PKQA-2B_LP-DIR-T-201	LT-T-Z:LP-DIR-T	g	5038	pmagpy-4.3.7	PKQA-2B	u	0	0	0	0	11	573
	This study		1.5	153	19.2	PKQA-2B_LP-DIR-T	shoemake 2024-11-16 23:31:25	4.00E-06	4.53E-08	8.60E-08	5.36E-08	8	273	PKQA-2B_LP-DIR-T-202	LT-T-Z:LP-DIR-T	g	5039	pmagpy-4.3.7	PKQA-2B	u	0	0	0	0	12	603
	This study		3	153.9	19.1	PKQA-2B_LP-DIR-T	shoemake 2024-11-24 14:21:03	3.97E-06	8.54E-08	1.80E-07	7.56E-08	8	273	PKQA-2B_LP-DIR-T-203	LT-T-Z:LP-DIR-T	g	5040	pmagpy-4.3.7	PKQA-2B	u	0	0	0	0	13	633
	This study		3.6	154.6	19.7	PKQA-2B_LP-DIR-T	shoemake 2024-11-26 00:45:50	3.82E-06	8.88E-08	2.17E-07	7.02E-08	8	273	PKQA-2B_LP-DIR-T-204	LT-T-Z:LP-DIR-T	g	5041	pmagpy-4.3.7	PKQA-2B	u	0	0	0	0	14	663
	This study		4.1	155.4	19.1	PKQA-2B_LP-DIR-T	shoemake 2024-11-27 22:15:01	3.44E-06	9.21E-08	2.16E-07	7.49E-08	8	273	PKQA-2B_LP-DIR-T-205	LT-T-Z:LP-DIR-T	g	5042	pmagpy-4.3.7	PKQA-2B	u	0	0	0	0	15	693
	This study		3.2	149	19.6	PKQA-2B_LP-DIR-T	shoemake 2024-12-06 15:00:14	3.17E-06	1.05E-07	1.34E-07	6.11E-08	8	273	PKQA-2B_LP-DIR-T-206	LT-T-Z:LP-DIR-T	g	5043	pmagpy-4.3.7	PKQA-2B	u	0	0	0	0	16	723
	This study		10.8	140.7	19	PKQA-2B_LP-DIR-T	shoemake 2025-02-22 01:38:02	2.73E-06	3.39E-07	3.99E-07	1.41E-08	8	273	PKQA-2B_LP-DIR-T-207	LT-T-Z:LP-DIR-T	g	5044	pmagpy-4.3.7	PKQA-2B	u	0	0	0	0	17	753
	This study		7.6	149.8	20.3	PKQA-2B_LP-DIR-T	shoemake 2025-02-27 15:48:21	1.88E-06	1.20E-07	2.20E-07	9.86E-09	8	273	PKQA-2B_LP-DIR-T-208	LT-T-Z:LP-DIR-T	g	5045	pmagpy-4.3.7	PKQA-2B	u	0	0	0	0	18	783
	This study		3.7	167.4	16.5	PKQA-2C_LP-DIR-T	shoemake 2024-07-15 19:36:48	2.03E-05	2.84E-07	1.28E-06	2.70E-07	8	273	PKQA-2C_LP-DIR-T-209	LT-NO:LP-DIR-T	g	5046	pmagpy-4.3.7	PKQA-2C	u	0	0	0	0	0	273
	This study		0.8	167	16.3	PKQA-2C_LP-DIR-T	shoemake 2024-07-29 20:47:39	1.91E-05	1.16E-07	1.59E-07	1.99E-07	8	273	PKQA-2C_LP-DIR-T-210	LT-LT-Z:LP-DIR-T	g	5047	pmagpy-4.3.7	PKQA-2C	u	0	0	0	0	1	77
	This study		2.5	168.2	16.3	PKQA-2C_LP-DIR-T	shoemake 2024-08-11 18:36:19	1.89E-05	3.28E-07	7.53E-07	2.11E-07	8	273	PKQA-2C_LP-DIR-T-211	LT-LT-Z:LP-DIR-T	g	5048	pmagpy-4.3.7	PKQA-2C	u	0	0	0	0	2	77
	This study		7.3	158.7	16.4	PKQA-2C_LP-DIR-T	shoemake 2024-08-16 10:18:44	1.84E-05	7.94E-07	2.23E-06	2.20E-07	8	273	PKQA-2C_LP-DIR-T-212	LT-T-Z:LP-DIR-T	g	5049	pmagpy-4.3.7	PKQA-2C	u	0	0	0	0	3	343
	This study		7.2	159.8	16.4	PKQA-2C_LP-DIR-T	shoemake 2024-08-19 13:13:10	1.85E-05	7.69E-07	2.19E-06	1.98E-07	8	273	PKQA-2C_LP-DIR-T-213	LT-T-Z:LP-DIR-T	g	5050	pmagpy-4.3.7	PKQA-2C	u	0	0	0	0	4	343
	This study		5.7	161.2	16.4	PKQA-2C_LP-DIR-T	shoemake 2024-08-20 10:45:53	1.85E-05	5.48E-07	1.78E-06	1.83E-07	8	273	PKQA-2C_LP-DIR-T-214	LT-T-Z:LP-DIR-T	g	5051	pmagpy-4.3.7	PKQA-2C	u	0	0	0	0	5	343
	This study		9.6	165.3	16.5	PKQA-2C_LP-DIR-T	shoemake 2024-08-28 11:48:44	1.72E-05	6.51E-07	2.83E-06	2.29E-07	8	273	PKQA-2C_LP-DIR-T-215	LT-T-Z:LP-DIR-T	g	5052	pmagpy-4.3.7	PKQA-2C	u	0	0	0	0	6	373
	This study		3.5	160.2	16.9	PKQA-2C_LP-DIR-T	shoemake 2024-08-30 15:16:27	1.30E-05	3.72E-07	6.79E-07	2.23E-07	8	273	PKQA-2C_LP-DIR-T-216	LT-T-Z:LP-DIR-T	g	5053	pmagpy-4.3.7	PKQA-2C	u	0	0	0	0	7	403
	This study		0.7	150.9	17.3	PKQA-2C_LP-DIR-T	shoemake 2024-09-06 14:11:16	1.09E-05	7.19E-08	8.05E-08	1.08E-07	8	273	PKQA-2C_LP-DIR-T-217	LT-T-Z:LP-DIR-T	g	5054	pmagpy-4.3.7	PKQA-2C	u	0	0	0	0	8	433
	This study		3.8	157.9	17.9	PKQA-2C_LP-DIR-T	shoemake 2024-09-10 15:24:47	9.80E-06	2.28E-07	6.07E-07	1.16E-07	8	273	PKQA-2C_LP-DIR-T-218	LT-T-Z:LP-DIR-T	g	5055	pmagpy-4.3.7	PKQA-2C	u	0	0	0	0	9	463
	This study		4.5	158.3	19.2	PKQA-2C_LP-DIR-T	shoemake 2024-10-16 17:08:35	4.35E-06	1.10E-07	3.21E-07	6.30E-08	8	273	PKQA-2C_LP-DIR-T-219	LT-T-Z:LP-DIR-T	g	5056	pmagpy-4.3.7	PKQA-2C	u	0	0	0	0	10	483
	This study		0.9	157.6	19.2	PKQA-2C_LP-DIR-T	shoemake 2024-10-30 14:33:17	4.40E-06	3.78E-08	5.39E-08	3.36E-08	8	273	PKQA-2C_LP-DIR-T-220	LT-T-Z:LP-DIR-T	g	5057	pmagpy-4.3.7	PKQA-2C	u	0	0	0	0	11	513
	This study		2.4	155.5	19.5	PKQA-2C_LP-DIR-T	shoemake 2024-11-11 21:32:17	4.33E-06	6.94E-08	1.62E-07	5.14E-08	8	273	PKQA-2C_LP-DIR-T-221	LT-T-Z:LP-DIR-T	g	5058	pmagpy-4.3.7	PKQA-2C	u	0	0	0	0	12	543
	This study		2.6	157.1	19.4	PKQA-2C_LP-DIR-T	shoemake 2024-11-16 10:37:57	4.35E-06	7.37E-08	1.77E-07	6.21E-08	8	273	PKQA-2C_LP-DIR-T-222	LT-T-Z:LP-DIR-T	g	5059	pmagpy-4.3.7	PKQA-2C	u	0	0	0	0	13	573
	This study		1.8	160.3	19.7	PKQA-2C_LP-DIR-T	shoemake 2024-11-16 23:33:52	4.28E-06	4.59E-08	1.13E-07	5.82E-08	8	273	PKQA-2C_LP-DIR-T-223	LT-T-Z:LP-DIR-T	g	5060	pmagpy-4.3.7	PKQA-2C	u	0	0	0	0	14	603
	This study		3.3	156.4	19.6	PKQA-2C_LP-DIR-T	shoemake 2024-11-24 14:23:32	4.24E-06	8.83E-08	2.13E-07	8.24E-08	8	273	PKQA-2C_LP-DIR-T-224	LT-T-Z:LP-DIR-T	g	5061	pmagpy-4.3.7	PKQA-2C	u	0	0	0	0	15	633
	This study		2.3	161.5	19.9	PKQA-2C_LP-DIR-T	shoemake 2024-11-26 00:48:18	4.08E-06	5.09E-08	1.37E-07	7.94E-08	8	273	PKQA-2C_LP-DIR-T-225	LT-T-Z:LP-DIR-T	g	5062	pmagpy-4.3.7	PKQA-2C	u	0	0	0	0	16	663
	This study		2	159.9	19.4	PKQA-2C_LP-DIR-T	shoemake 2024-11-27 22:17:28	3.63E-06	4.95E-08	8.45E-08	8.42E-08	8	273	PKQA-2C_LP-DIR-T-226	LT-T-Z:LP-DIR-T	g	5063	pmagpy-4.3.7	PKQA-2C	u	0	0	0	0	17	693
	This study		1.5	160.3	19.5	PKQA-2C_LP-DIR-T	shoemake 2024-12-06 15:02:43	3.31E-06	4.67E-08	3.86E-08	6.86E-08	8	273	PKQA-2C_LP-DIR-T-227	LT-T-Z:LP-DIR-T	g	5064	pmagpy-4.3.7	PKQA-2C	u	0	0	0	0	18	723
	This study		2.2	155.5	19.1	PKQA-2C_LP-DIR-T	shoemake 2025-02-22 01:40:30	2.94E-06	3.98E-08	1.07E-07	1.72E-08	8	273	PKQA-2C_LP-DIR-T-228	LT-T-Z:LP-DIR-T	g	5065	pmagpy-4.3.7	PKQA-2C	u	0	0	0	0	19	753
	This study		0.8	158.3	20	PKQA-2C_LP-DIR-T	shoemake 2025-02-27 15:50:49	2.11E-06	2.13E-08	2.61E-08	1.32E-08	8	273	PKQA-2C_LP-DIR-T-229	LT-T-Z:LP-DIR-T	g	5066	pmagpy-4.3.7	PKQA-2C	u	0	0	0	0	20	783
	This study		4.8	150.6	16.5	PKQA-2D_LP-DIR-T	shoemake 2024-07-15 19:38:52	2.44E-05	1.04E-06	1.76E-06	3.52E-07	8	273	PKQA-2D_LP-DIR-T-230	LT-NO:LP-DIR-T	g	5067	pmagpy-4.3.7	PKQA-2D	u	0	0	0	0	0	273
	This study		2	167.4	16	PKQA-2D_LP-DIR-T	shoemake 2024-07-29 20:50:34	2.29E-05	2.41E-07	6.95E-07	3.68E-07	8	273	PKQA-2D_LP-DIR-T-231	LT-LT-Z:LP-DIR-T	g	5068	pmagpy-4.3.7	PKQA-2D	u	0	0	0	0	1	77
	This study		2.3	162.4	16	PKQA-2D_LP-DIR-T	shoemake 2024-08-11 18:41:21	2.26E-05	2.00E-07	7.84E-07	4.06E-07	8	273	PKQA-2D_LP-DIR-T-232	LT-LT-Z:LP-DIR-T	g	5069	pmagpy-4.3.7	PKQA-2D	u	0	0	0	0	2	77
	This study		6.5	168.5	16.3	PKQA-2D_LP-DIR-T	shoemake 2024-08-16 10:21:10	2.20E-05	3.75E-07	2.44E-06	4.03E-07	8	273	PKQA-2D_LP-DIR-T-233	LT-T-Z:LP-DIR-T	g	5070	pmagpy-4.3.7	PKQA-2D	u	0	0	0	0	3	343
	This study		7	165.7	16.2	PKQA-2D_LP-DIR-T	shoemake 2024-08-28 11:51:15	2.08E-05	4.94E-07	2.47E-06	3.98E-07	8	273	PKQA-2D_LP-DIR-T-234	LT-T-Z:LP-DIR-T	g	5071	pmagpy-4.3.7	PKQA-2D	u	0	0	0	0	4	373
	This study		3.2	161.1	16.8	PKQA-2D_LP-DIR-T	shoemake 2024-08-30 15:18:55	1.55E-05	1.42E-07	7.81E-07	3.63E-07	8	273	PKQA-2D_LP-DIR-T-235	LT-T-Z:LP-DIR-T	g	5072	pmagpy-4.3.7	PKQA-2D	u	0	0	0	0	5	403
	This study		0.8	151.5	17.1	PKQA-2D_LP-DIR-T	shoemake 2024-09-06 14:13:43	1.29E-05	1.01E-07	8.83E-08	1.44E-07	8	273	PKQA-2D_LP-DIR-T-236	LT-T-Z:LP-DIR-T	g	5073	pmagpy-4.3.7	PKQA-2D	u	0	0	0	0	6	433
	This study		2	164.8	17.8	PKQA-2D_LP-DIR-T	shoemake 2024-09-10 15:27:18	1.17E-05	8.35E-08	3.62E-07	1.93E-07	8	273	PKQA-2D_LP-DIR-T-237	LT-T-Z:LP-DIR-T	g	5074	pmagpy-4.3.7	PKQA-2D	u	0	0	0	0	7	463
	This study		2.9	159.4	18.5	PKQA-2D_LP-DIR-T	shoemake 2024-10-16 17:11:04	5.16E-06	7.05E-08	2.41E-07	8.31E-08	8	273	PKQA-2D_LP-DIR-T-238	LT-T-Z:LP-DIR-T	g	5075	pmagpy-4.3.7	PKQA-2D	u	0	0	0	0	8	483
	This study		2	157.4	18.8	PKQA-2D_LP-DIR-T	shoemake 2024-10-30 14:35:47	5.20E-06	5.87E-08	1.68E-07	4.95E-08	8	273	PKQA-2D_LP-DIR-T-239	LT-T-Z:LP-DIR-T	g	5076	pmagpy-4.3.7	PKQA-2D	u	0	0	0	0	9	513
	This study		1.9	159.6	19.2	PKQA-2D_LP-DIR-T	shoemake 2024-11-11 21:34:46	5.10E-06	5.72E-08	1.49E-07	7.06E-08	8	273	PKQA-2D_LP-DIR-T-240	LT-T-Z:LP-DIR-T	g	5077	pmagpy-4.3.7	PKQA-2D	u	0	0	0	0	10	543
	This study		2	157.7	19.1	PKQA-2D_LP-DIR-T	shoemake 2024-11-16 10:40:26	5.12E-06	6.73E-08	1.48E-07	8.20E-08	8	273	PKQA-2D_LP-DIR-T-241	LT-T-Z:LP-DIR-T	g	5078	pmagpy-4.3.7	PKQA-2D	u	0	0	0	0	11	573
	This study		1.9	160.9	19.3	PKQA-2D_LP-DIR-T	shoemake 2024-11-16 23:36:20	5.03E-06	5.68E-08	1.43E-07	7.79E-08	8	273	PKQA-2D_LP-DIR-T-242	LT-T-Z:LP-DIR-T	g	5079	pmagpy-4.3.7	PKQA-2D	u	0	0	0	0	12	603
	This study		2.6	155.1	19.3	PKQA-2D_LP-DIR-T	shoemake 2024-11-24 14:26:01	4.96E-06	8.49E-08	1.80E-07	1.11E-07	8	273	PKQA-2D_LP-DIR-T-243	LT-T-Z:LP-DIR-T	g	5080	pmagpy-4.3.7	PKQA-2D	u	0	0	0	0	13	633
	This study		4.8	158.9	19.5	PKQA-2D_LP-DIR-T	shoemake 2024-11-26 00:50:47	4.72E-06	1.22E-07	3.68E-07	1.05E-07	8	273	PKQA-2D_LP-DIR-T-244	LT-T-Z:LP-DIR-T	g	5081	pmagpy-4.3.7	PKQA-2D	u	0	0	0	0	14	663
	This study		1.9	156.7	19.1	PKQA-2D_LP-DIR-T	shoemake 2024-11-27 22:19:57	4.12E-06	6.03E-08	6.22E-08	1.09E-07	8	273	PKQA-2D_LP-DIR-T-245	LT-T-Z:LP-DIR-T	g	5082	pmagpy-4.3.7	PKQA-2D	u	0	0	0	0	15	693
	This study		3.8	152.1	19.6	PKQA-2D_LP-DIR-T	shoemake 2024-12-06 15:05:11	3.80E-06	1.39E-07	1.93E-07	8.90E-08	8	273	PKQA-2D_LP-DIR-T-246	LT-T-Z:LP-DIR-T	g	5083	pmagpy-4.3.7	PKQA-2D	u	0	0	0	0	16	723
	This study		11.2	164	19.5	PKQA-2D_LP-DIR-T	shoemake 2025-02-22 01:42:58	3.45E-06	1.73E-07	6.60E-07	2.80E-08	8	273	PKQA-2D_LP-DIR-T-247	LT-T-Z:LP-DIR-T	g	5084	pmagpy-4.3.7	PKQA-2D	u	0	0	0	0	17	753
	This study		2.9	152.9	19.4	PKQA-2D_LP-DIR-T	shoemake 2025-02-27 15:53:19	2.63E-06	7.47E-08	1.11E-07	2.23E-08	8	273	PKQA-2D_LP-DIR-T-248	LT-T-Z:LP-DIR-T	g	5085	pmagpy-4.3.7	PKQA-2D	u	0	0	0	0	18	783
	This study		2.1	162.1	15.9	PKQA-2E_LP-DIR-T	shoemake 2024-07-15 19:40:54	1.97E-05	2.24E-07	6.60E-07	2.37E-07	8	273	PKQA-2E_LP-DIR-T-249	LT-NO:LP-DIR-T	g	5086	pmagpy-4.3.7	PKQA-2E	u	0	0	0	0	0	273
	This study		2.5	164.5	15.9	PKQA-2E_LP-DIR-T	shoemake 2024-07-29 20:53:31	1.85E-05	2.70E-07	7.80E-07	9.69E-08	8	273	PKQA-2E_LP-DIR-T-250	LT-LT-Z:LP-DIR-T	g	5087	pmagpy-4.3.7	PKQA-2E	u	0	0	0	0	1	77
	This study		1.5	160.1	15.9	PKQA-2E_LP-DIR-T	shoemake 2024-08-11 18:43:51	1.83E-05	1.88E-07	4.19E-07	1.43E-07	8	273	PKQA-2E_LP-DIR-T-251	LT-LT-Z:LP-DIR-T	g	5088	pmagpy-4.3.7	PKQA-2E	u	0	0	0	0	2	77
	This study		2.5	157	15.9	PKQA-2E_LP-DIR-T	shoemake 2024-08-16 10:23:36	1.76E-05	3.33E-07	6.78E-07	1.32E-07	8	273	PKQA-2E_LP-DIR-T-252	LT-T-Z:LP-DIR-T	g	5089	pmagpy-4.3.7	PKQA-2E	u	0	0	0	0	3	343
	This study		7	156.5	16.1	PKQA-2E_LP-DIR-T	shoemake 2024-08-28 11:53:44	1.68E-05	7.86E-07	1.91E-06	1.16E-07	8	273	PKQA-2E_LP-DIR-T-253	LT-T-Z:LP-DIR-T	g	5090	pmagpy-4.3.7	PKQA-2E	u	0	0	0	0	4	373
	This study		0.9	164.4	16.8	PKQA-2E_LP-DIR-T	shoemake 2024-08-30 15:21:24	1.24E-05	8.02E-08	1.75E-07	1.07E-07	8	273	PKQA-2E_LP-DIR-T-254	LT-T-Z:LP-DIR-T	g	5091	pmagpy-4.3.7	PKQA-2E	u	0	0	0	0	5	403
	This study		0.7	153.6	17.5	PKQA-2E_LP-DIR-T	shoemake 2024-09-06 14:16:08	1.03E-05	7.64E-08	8.78E-08	6.73E-08	8	273	PKQA-2E_LP-DIR-T-255	LT-T-Z:LP-DIR-T	g	5092	pmagpy-4.3.7	PKQA-2E	u	0	0	0	0	6	433
	This study		1.2	158.9	18	PKQA-2E_LP-DIR-T	shoemake 2024-09-10 15:29:47	9.27E-06	8.51E-08	1.78E-07	6.23E-08	8	273	PKQA-2E_LP-DIR-T-256	LT-T-Z:LP-DIR-T	g	5093	pmagpy-4.3.7	PKQA-2E	u	0	0	0	0	7	463
	This study		6.2	156.8	18.4	PKQA-2E_LP-DIR-T	shoemake 2024-10-16 17:13:33	4.08E-06	1.72E-07	4.04E-07	3.33E-08	8	273	PKQA-2E_LP-DIR-T-257	LT-T-Z:LP-DIR-T	g	5094	pmagpy-4.3.7	PKQA-2E	u	0	0	0	0	8	483
	This study		1.6	156.4	18.7	PKQA-2E_LP-DIR-T	shoemake 2024-10-30 14:38:18	4.08E-06	4.72E-08	1.06E-07	2.23E-08	8	273	PKQA-2E_LP-DIR-T-258	LT-T-Z:LP-DIR-T	g	5095	pmagpy-4.3.7	PKQA-2E	u	0	0	0	0	9	513
	This study		6.3	154.5	19.1	PKQA-2E_LP-DIR-T	shoemake 2024-11-11 21:37:16	3.99E-06	1.93E-07	4.00E-07	3.47E-08	8	273	PKQA-2E_LP-DIR-T-259	LT-T-Z:LP-DIR-T	g	5096	pmagpy-4.3.7	PKQA-2E	u	0	0	0	0	10	543
	This study		4.4	156.2	18.8	PKQA-2E_LP-DIR-T	shoemake 2024-11-16 10:42:59	4.02E-06	1.23E-07	2.79E-07	4.71E-08	8	273	PKQA-2E_LP-DIR-T-260	LT-T-Z:LP-DIR-T	g	5097	pmagpy-4.3.7	PKQA-2E	u	0	0	0	0	11	573
	This study		1.3	156.1	19.2	PKQA-2E_LP-DIR-T	shoemake 2024-11-16 23:38:50	3.97E-06	4.83E-08	6.56E-08	4.50E-08	8	273	PKQA-2E_LP-DIR-T-261	LT-T-Z:LP-DIR-T	g	5098	pmagpy-4.3.7	PKQA-2E	u	0	0	0	0	12	603
	This study		2.5	155.5	19.1	PKQA-2E_LP-DIR-T	shoemake 2024-11-24 14:28:32	3.92E-06	7.10E-08	1.44E-07	6.62E-08	8	273	PKQA-2E_LP-DIR-T-262	LT-T-Z:LP-DIR-T	g	5099	pmagpy-4.3.7	PKQA-2E	u	0	0	0	0	13	633
	This study		6.4	155.9	19.3	PKQA-2E_LP-DIR-T	shoemake 2024-11-26 00:53:18	3.71E-06	1.63E-07	3.83E-07	6.10E-08	8	273	PKQA-2E_LP-DIR-T-263	LT-T-Z:LP-DIR-T	g	5100	pmagpy-4.3.7	PKQA-2E	u	0	0	0	0	14	663
	This study		1.7	153.3	18.8	PKQA-2E_LP-DIR-T	shoemake 2024-11-27 22:22:26	3.14E-06	5.16E-08	5.39E-08	6.31E-08	8	273	PKQA-2E_LP-DIR-T-264	LT-T-Z:LP-DIR-T	g	5101	pmagpy-4.3.7	PKQA-2E	u	0	0	0	0	15	693
	This study		2.9	156.4	19.9	PKQA-2E_LP-DIR-T	shoemake 2024-12-06 15:07:43	2.79E-06	6.93E-08	1.13E-07	4.95E-08	8	273	PKQA-2E_LP-DIR-T-265	LT-T-Z:LP-DIR-T	g	5102	pmagpy-4.3.7	PKQA-2E	u	0	0	0	0	16	723
	This study		2.2	152.8	18.9	PKQA-2E_LP-DIR-T	shoemake 2025-02-22 01:45:28	2.67E-06	4.62E-08	9.52E-08	1.21E-08	8	273	PKQA-2E_LP-DIR-T-266	LT-T-Z:LP-DIR-T	g	5103	pmagpy-4.3.7	PKQA-2E	u	0	0	0	0	17	753
	This study		0.8	153.2	19.9	PKQA-2E_LP-DIR-T	shoemake 2025-02-27 15:55:50	2.15E-06	1.93E-08	3.14E-08	8.83E-09	8	273	PKQA-2E_LP-DIR-T-267	LT-T-Z:LP-DIR-T	g	5104	pmagpy-4.3.7	PKQA-2E	u	0	0	0	0	18	783
	This study		1.6	161	16.8	PKQA-2F_LP-DIR-T	shoemake 2024-07-15 19:42:57	2.09E-05	2.39E-07	4.39E-07	2.95E-07	8	273	PKQA-2F_LP-DIR-T-268	LT-NO:LP-DIR-T	g	5105	pmagpy-4.3.7	PKQA-2F	u	0	0	0	0	0	273
	This study		5.1	158	16.5	PKQA-2F_LP-DIR-T	shoemake 2024-07-29 20:56:29	1.96E-05	6.56E-07	1.61E-06	1.83E-07	8	273	PKQA-2F_LP-DIR-T-269	LT-LT-Z:LP-DIR-T	g	5106	pmagpy-4.3.7	PKQA-2F	u	0	0	0	0	1	77
	This study		4	158.5	16.3	PKQA-2F_LP-DIR-T	shoemake 2024-08-11 18:46:18	1.94E-05	5.43E-07	1.21E-06	2.19E-07	8	273	PKQA-2F_LP-DIR-T-270	LT-LT-Z:LP-DIR-T	g	5107	pmagpy-4.3.7	PKQA-2F	u	0	0	0	0	2	77
	This study		1.3	160.6	16.4	PKQA-2F_LP-DIR-T	shoemake 2024-08-16 10:26:03	1.84E-05	2.23E-07	3.28E-07	1.81E-07	8	273	PKQA-2F_LP-DIR-T-271	LT-T-Z:LP-DIR-T	g	5108	pmagpy-4.3.7	PKQA-2F	u	0	0	0	0	3	343
	This study		3.5	150.7	16.4	PKQA-2F_LP-DIR-T	shoemake 2024-08-28 11:56:11	1.78E-05	4.82E-07	9.64E-07	1.56E-07	8	273	PKQA-2F_LP-DIR-T-272	LT-T-Z:LP-DIR-T	g	5109	pmagpy-4.3.7	PKQA-2F	u	0	0	0	0	4	373
	This study		1.1	158.7	17.1	PKQA-2F_LP-DIR-T	shoemake 2024-08-30 15:23:55	1.29E-05	1.60E-07	1.32E-07	1.66E-07	8	273	PKQA-2F_LP-DIR-T-273	LT-T-Z:LP-DIR-T	g	5110	pmagpy-4.3.7	PKQA-2F	u	0	0	0	0	5	403
	This study		0.7	148.9	17.6	PKQA-2F_LP-DIR-T	shoemake 2024-09-06 14:18:34	1.08E-05	7.81E-08	9.60E-08	7.46E-08	8	273	PKQA-2F_LP-DIR-T-274	LT-T-Z:LP-DIR-T	g	5111	pmagpy-4.3.7	PKQA-2F	u	0	0	0	0	6	433
	This study		2.6	154	18.2	PKQA-2F_LP-DIR-T	shoemake 2024-09-10 15:32:15	9.76E-06	1.82E-07	3.98E-07	9.16E-08	8	273	PKQA-2F_LP-DIR-T-275	LT-T-Z:LP-DIR-T	g	5112	pmagpy-4.3.7	PKQA-2F	u	0	0	0	0	7	463
	This study		3.6	154.5	19.6	PKQA-2F_LP-DIR-T	shoemake 2024-10-16 17:16:04	4.11E-06	1.07E-07	2.37E-07	4.17E-08	8	273	PKQA-2F_LP-DIR-T-276	LT-T-Z:LP-DIR-T	g	5113	pmagpy-4.3.7	PKQA-2F	u	0	0	0	0	8	483
	This study		0.6	152.5	19.6	PKQA-2F_LP-DIR-T	shoemake 2024-10-30 14:40:51	4.14E-06	2.75E-08	4.22E-08	1.92E-08	8	273	PKQA-2F_LP-DIR-T-277	LT-T-Z:LP-DIR-T	g	5114	pmagpy-4.3.7	PKQA-2F	u	0	0	0	0	9	513
	This study		0.8	151.6	19.7	PKQA-2F_LP-DIR-T	shoemake 2024-11-11 21:39:47	4.07E-06	3.87E-08	4.46E-08	3.02E-08	8	273	PKQA-2F_LP-DIR-T-278	LT-T-Z:LP-DIR-T	g	5115	pmagpy-4.3.7	PKQA-2F	u	0	0	0	0	10	543
	This study		1.2	153.1	19.5	PKQA-2F_LP-DIR-T	shoemake 2024-11-16 10:45:31	4.08E-06	4.50E-08	7.37E-08	4.06E-08	8	273	PKQA-2F_LP-DIR-T-279	LT-T-Z:LP-DIR-T	g	5116	pmagpy-4.3.7	PKQA-2F	u	0	0	0	0	11	573
	This study		2	154.4	19.9	PKQA-2F_LP-DIR-T	shoemake 2024-11-16 23:41:21	4.00E-06	6.18E-08	1.19E-07	4.36E-08	8	273	PKQA-2F_LP-DIR-T-280	LT-T-Z:LP-DIR-T	g	5117	pmagpy-4.3.7	PKQA-2F	u	0	0	0	0	12	603
