tab	specimens
specimen	experiments	sample	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight	location	site
PKSG-1D	PKSG-1D_LP-DIR-T	PKSG-1		mt	181.1	11.3	2	7	0	1.2	11.9	723	573	K		shoemake 2025-06-30 11:59:48	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-1D		PKSG-1D																	This study	LP-NOMAG				PKSG	PKSG
PKSG-1D		PKSG-1																	This study	LP-NOMAG				PKSG	PKSG
PKSG-1E		PKSG-1																	This study	LP-NOMAG				PKSG	PKSG
PKSG-1E		PKSG-1E																	This study	LP-NOMAG				PKSG	PKSG
PKSG-1E	PKSG-1E_LP-DIR-T	PKSG-1		lt	192.1	35.7	2	9	0	11.7	8.5	463	77	K		shoemake 2025-06-30 12:02:18	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-1E	PKSG-1E_LP-DIR-T	PKSG-1		mt	183.9	13.4	2	3	0	0.5	3.1	723	693	K		shoemake 2025-06-30 12:02:18	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-1F		PKSG-1																	This study	LP-NOMAG				PKSG	PKSG
PKSG-1F		PKSG-1F																	This study	LP-NOMAG				PKSG	PKSG
PKSG-1F	PKSG-1F_LP-DIR-T	PKSG-1		lt	190.3	36.6	2	9	0	13.1	13.6	463	77	K		shoemake 2025-06-30 12:04:48	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-1F	PKSG-1F_LP-DIR-T	PKSG-1		mt	186.7	10.9	2	3	0	0.8	4.5	723	693	K		shoemake 2025-06-30 12:04:48	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-1G	PKSG-1G_LP-DIR-T	PKSG-1		lt	189.9	38.1	2	9	0	15.7	11.5	463	77	K		shoemake 2025-06-30 17:55:00	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-1G		PKSG-1G																	This study	LP-NOMAG				PKSG	PKSG
PKSG-1G		PKSG-1																	This study	LP-NOMAG				PKSG	PKSG
PKSG-1G	PKSG-1G_LP-DIR-T	PKSG-1		mt	178.1	11.5	2	4	0	1.6	8.4	723	693	K		shoemake 2025-06-30 17:55:00	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-2A		PKSG-2A																	This study	LP-NOMAG				PKSG	PKSG
PKSG-2A	PKSG-2A_LP-DIR-T	PKSG-2		mt	175.3	-26.2	2	6	0	11.1	8.3	693	543	K		shoemake 2025-07-02 11:37:01	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-2A		PKSG-2																	This study	LP-NOMAG				PKSG	PKSG
PKSG-2A	PKSG-2A_LP-DIR-T	PKSG-2		lt	170.8	-26.9	2	8	0	5.1	10.0	463	77	K		shoemake 2025-07-02 11:37:01	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-2B		PKSG-2																	This study	LP-NOMAG				PKSG	PKSG
PKSG-2B		PKSG-2B																	This study	LP-NOMAG				PKSG	PKSG
PKSG-2B	PKSG-2B_LP-DIR-T	PKSG-2		mt	177.9	-21.6	2	5	0	12.8	4.8	663	543	K		shoemake 2025-06-18 15:38:36	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-2B	PKSG-2B_LP-DIR-T	PKSG-2		lt	154.9	-10.5	2	5	0	15.4	11.5	373	77	K		shoemake 2025-06-18 15:38:36	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-2C		PKSG-2																	This study	LP-NOMAG				PKSG	PKSG
PKSG-2C		PKSG-2C																	This study	LP-NOMAG				PKSG	PKSG
PKSG-2C	PKSG-2C_LP-DIR-T	PKSG-2		lt	152.5	-13.9	2	3	0	15.9	0.5	343	77	K		shoemake 2025-06-18 15:40:55	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-2C	PKSG-2C_LP-DIR-T	PKSG-2		mt	184.2	-22.3	2	6	0	14.1	4.5	693	543	K		shoemake 2025-06-18 15:40:55	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-2D		PKSG-2																	This study	LP-NOMAG				PKSG	PKSG
PKSG-2D	PKSG-2D_LP-DIR-T	PKSG-2		lt	156.7	-13.8	2	3	0	14.4	9.7	343	77	K		shoemake 2025-07-02 16:59:36	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-2D	PKSG-2D_LP-DIR-T	PKSG-2		mt	179.3	-28.6	2	6	0	9.1	6.3	693	543	K		shoemake 2025-07-02 16:59:36	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-2D		PKSG-2D																	This study	LP-NOMAG				PKSG	PKSG
PKSG-2E		PKSG-2																	This study	LP-NOMAG				PKSG	PKSG
PKSG-2E		PKSG-2E																	This study	LP-NOMAG				PKSG	PKSG
PKSG-2E	PKSG-2E_LP-DIR-T	PKSG-2		mt	193.8	-21.0	2	3	0	16.4	13.2	693	633	K		shoemake 2025-06-18 15:45:33	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-2E	PKSG-2E_LP-DIR-T	PKSG-2		lt	171.3	-6.7	2	6	0	13.6	5.9	373	77	K		shoemake 2025-06-18 15:45:33	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-2F	PKSG-2F_LP-DIR-T	PKSG-2		mt	178.6	-31.5	2	6	0	5.9	8.5	693	543	K		shoemake 2025-07-02 17:04:34	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-2F		PKSG-2																	This study	LP-NOMAG				PKSG	PKSG
PKSG-2F		PKSG-2F																	This study	LP-NOMAG				PKSG	PKSG
PKSG-2F	PKSG-2F_LP-DIR-T	PKSG-2		lt	164.5	-14.2	2	8	0	11.9	14.7	403	273	K		shoemake 2025-07-02 17:04:34	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-2G		PKSG-2																	This study	LP-NOMAG				PKSG	PKSG
PKSG-2G	PKSG-2G_LP-DIR-T	PKSG-2		lt	180.0	-4.9	2	8	0	17.4	24.4	403	273	K		shoemake 2025-06-18 15:50:14	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-2G	PKSG-2G_LP-DIR-T	PKSG-2		mt	177.1	-32.5	2	5	0	5.3	14.3	693	573	K		shoemake 2025-06-18 15:50:14	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-2G		PKSG-2G																	This study	LP-NOMAG				PKSG	PKSG
PKSG-2H		PKSG-2H																	This study	LP-NOMAG				PKSG	PKSG
PKSG-2H		PKSG-2																	This study	LP-NOMAG				PKSG	PKSG
PKSG-3A		PKSG-3																	This study	LP-NOMAG				PKSG	PKSG
PKSG-3A		PKSG-3A																	This study	LP-NOMAG				PKSG	PKSG
PKSG-3B		PKSG-3																	This study	LP-NOMAG				PKSG	PKSG
PKSG-3B	PKSG-3B_LP-DIR-T	PKSG-3		lt	41.1	-7.4	2	7	0	16.7	9.3	403	273	K		shoemake 2025-06-30 18:14:47	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-3B		PKSG-3B																	This study	LP-NOMAG				PKSG	PKSG
PKSG-3B	PKSG-3B_LP-DIR-T	PKSG-3		mt	165.6	2.9	2	4	0	2.0	4.1	723	663	K		shoemake 2025-06-30 18:14:47	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-3C	PKSG-3C_LP-DIR-T	PKSG-3		lt	47.8	-15.7	2	8	0	12.7	15.6	433	273	K		shoemake 2025-07-02 17:09:35	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-3C	PKSG-3C_LP-DIR-T	PKSG-3		mt	122.1	-4.2	2	4	0	37.8	15.6	693	603	K		shoemake 2025-07-02 17:09:35	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-3C		PKSG-3																	This study	LP-NOMAG				PKSG	PKSG
PKSG-3C		PKSG-3C																	This study	LP-NOMAG				PKSG	PKSG
PKSG-3D	PKSG-3D_LP-DIR-T	PKSG-3		lt	44.0	-15.4	2	8	0	13.5	7.5	433	273	K		shoemake 2025-06-30 12:32:08	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-3D	PKSG-3D_LP-DIR-T	PKSG-3		mt	150.1	-5.2	2	5	0	2.2	3.5	723	633	K		shoemake 2025-06-30 12:32:08	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-3D		PKSG-3D																	This study	LP-NOMAG				PKSG	PKSG
PKSG-3D		PKSG-3																	This study	LP-NOMAG				PKSG	PKSG
PKSG-3E	PKSG-3E_LP-DIR-T	PKSG-3		lt	43.2	-21.0	2	7	0	10.3	3.2	433	273	K		shoemake 2025-06-19 15:54:46	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-3E		PKSG-3																	This study	LP-NOMAG				PKSG	PKSG
PKSG-3E	PKSG-3E_LP-DIR-T	PKSG-3		mt	90.5	-25.0	2	3	0	51.9	3.1	663	603	K		shoemake 2025-06-19 15:54:46	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-3E		PKSG-3E																	This study	LP-NOMAG				PKSG	PKSG
PKSG-4A		PKSG-4A																	This study	LP-NOMAG				PKSG	PKSG
PKSG-4A		PKSG-4																	This study	LP-NOMAG				PKSG	PKSG
PKSG-4B		PKSG-4B																	This study	LP-NOMAG				PKSG	PKSG
PKSG-4B	PKSG-4B_LP-DIR-T	PKSG-4		mt	150.6	-58.3	2	5	0	9.7	7.4	723	633	K		shoemake 2025-06-30 12:37:01	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-4B	PKSG-4B_LP-DIR-T	PKSG-4		lt	20.1	12.8	2	8	0	53.0	12.5	433	273	K		shoemake 2025-06-30 12:37:01	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-4B		PKSG-4																	This study	LP-NOMAG				PKSG	PKSG
PKSG-4C		PKSG-4C																	This study	LP-NOMAG				PKSG	PKSG
PKSG-4C		PKSG-4																	This study	LP-NOMAG				PKSG	PKSG
PKSG-4C	PKSG-4C_LP-DIR-T	PKSG-4		mt	199.5	-26.3	2	4	0	3.2	4.4	723	663	K		shoemake 2025-06-30 12:39:28	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-4C	PKSG-4C_LP-DIR-T	PKSG-4		lt	49.5	-28.8	2	11	0	58.3	7.0	603	343	K		shoemake 2025-06-30 12:39:28	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-4D	PKSG-4D_LP-DIR-T	PKSG-4		lt	29.0	-17.7	2	9	0	48.2	11.2	433	273	K		shoemake 2025-06-30 12:41:54	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-4D	PKSG-4D_LP-DIR-T	PKSG-4		mt	194.9	-27.5	2	4	0	1.6	6.3	723	663	K		shoemake 2025-06-30 12:41:54	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-4D		PKSG-4																	This study	LP-NOMAG				PKSG	PKSG
PKSG-4D		PKSG-4D																	This study	LP-NOMAG				PKSG	PKSG
PKSG-4E	PKSG-4E_LP-DIR-T	PKSG-4		lt	53.3	-26.7	2	8	0	33.7	24.4	433	273	K		shoemake 2025-06-30 12:44:23	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-4E	PKSG-4E_LP-DIR-T	PKSG-4		mt	199.7	-28.2	2	5	0	1.8	6.6	723	633	K		shoemake 2025-06-30 12:44:23	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-4E		PKSG-4E																	This study	LP-NOMAG				PKSG	PKSG
PKSG-4E		PKSG-4																	This study	LP-NOMAG				PKSG	PKSG
PKSG-4F	PKSG-4F_LP-DIR-T	PKSG-4		lt	32.5	-20.6	2	8	0	44.9	7.1	433	273	K		shoemake 2025-06-30 12:46:52	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-4F	PKSG-4F_LP-DIR-T	PKSG-4		mt	196.3	-26.0	2	5	0	1.5	4.6	723	633	K		shoemake 2025-06-30 12:46:52	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-4F		PKSG-4F																	This study	LP-NOMAG				PKSG	PKSG
PKSG-4F		PKSG-4																	This study	LP-NOMAG				PKSG	PKSG
PKSG-4G		PKSG-4																	This study	LP-NOMAG				PKSG	PKSG
PKSG-4G		PKSG-4G																	This study	LP-NOMAG				PKSG	PKSG
PKSG-5A		PKSG-5																	This study	LP-NOMAG				PKSG	PKSG
PKSG-5A		PKSG-5A																	This study	LP-NOMAG				PKSG	PKSG
PKSG-5B		PKSG-5B																	This study	LP-NOMAG				PKSG	PKSG
PKSG-5B	PKSG-5B_LP-DIR-T	PKSG-5		mt	123.2	30.2	2	5	0	3.1	5.3	723	633	K		shoemake 2025-06-30 12:49:23	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-5B	PKSG-5B_LP-DIR-T	PKSG-5		lt	224.8	48.1	2	7	0	75.9	39.0	433	77	K		shoemake 2025-06-30 12:49:23	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-5B		PKSG-5																	This study	LP-NOMAG				PKSG	PKSG
PKSG-5C	PKSG-5C_LP-DIR-T	PKSG-5		lt	138.0	-12.7	2	8	0	25.2	19.7	433	273	K		shoemake 2025-06-30 12:51:53	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-5C	PKSG-5C_LP-DIR-T	PKSG-5		mt	131.9	26.3	2	7	0	14.3	10.1	723	573	K		shoemake 2025-06-30 12:51:53	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-5C		PKSG-5																	This study	LP-NOMAG				PKSG	PKSG
PKSG-5C		PKSG-5C																	This study	LP-NOMAG				PKSG	PKSG
PKSG-5D	PKSG-5D_LP-DIR-T	PKSG-5		lt	147.6	7.2	2	7	0	13.9	35.9	403	273	K		shoemake 2025-06-30 12:54:23	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-5D	PKSG-5D_LP-DIR-T	PKSG-5		mt	125.8	19.7	2	7	0	14.5	8.5	723	573	K		shoemake 2025-06-30 12:54:23	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-5D		PKSG-5D																	This study	LP-NOMAG				PKSG	PKSG
PKSG-5D		PKSG-5																	This study	LP-NOMAG				PKSG	PKSG
PKSG-5E		PKSG-5																	This study	LP-NOMAG				PKSG	PKSG
PKSG-5E		PKSG-5E																	This study	LP-NOMAG				PKSG	PKSG
PKSG-6A		PKSG-6																	This study	LP-NOMAG				PKSG	PKSG
PKSG-6A		PKSG-6A																	This study	LP-NOMAG				PKSG	PKSG
PKSG-6A	PKSG-6A_LP-DIR-T	PKSG-6		lt	149.2	-1.3	2	8	0	5.6	11.8	463	77	K		shoemake 2025-06-19 16:51:40	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-6A	PKSG-6A_LP-DIR-T	PKSG-6		mt	153.5	1.7	2	5	0	11.0	1.5	693	573	K		shoemake 2025-06-19 16:51:40	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-6B		PKSG-6B																	This study	LP-NOMAG				PKSG	PKSG
PKSG-6B	PKSG-6B_LP-DIR-T	PKSG-6		mt	151.8	-1.2	1	5	0	13.6	1.0	693	573	K		shoemake 2025-06-30 12:59:16	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-6B		PKSG-6																	This study	LP-NOMAG				PKSG	PKSG
PKSG-6C		PKSG-6C																	This study	LP-NOMAG				PKSG	PKSG
PKSG-6C	PKSG-6C_LP-DIR-T	PKSG-6		mt	148.1	3.9	2	9	0	11.8	6.3	723	573	K		shoemake 2025-06-30 13:01:41	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-6C	PKSG-6C_LP-DIR-T	PKSG-6		lt	133.6	3.3	2	7	0	8.4	23.8	403	273	K		shoemake 2025-06-30 13:01:41	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-6C		PKSG-6																	This study	LP-NOMAG				PKSG	PKSG
PKSG-7A		PKSG-7A																	This study	LP-NOMAG				PKSG	PKSG
PKSG-7A		PKSG-7																	This study	LP-NOMAG				PKSG	PKSG
PKSG-7B		PKSG-7																	This study	LP-NOMAG				PKSG	PKSG
PKSG-7B		PKSG-7B																	This study	LP-NOMAG				PKSG	PKSG
PKSG-7B	PKSG-7B_LP-DIR-T	PKSG-7		mt	171.2	37.4	1	7	0	2.9	1.4	723	573	K		shoemake 2025-06-30 13:04:06	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-7C		PKSG-7																	This study	LP-NOMAG				PKSG	PKSG
PKSG-7C		PKSG-7C																	This study	LP-NOMAG				PKSG	PKSG
PKSG-7C	PKSG-7C_LP-DIR-T	PKSG-7		mt	162.5	38.6	2	5	0	4.9	11.3	723	633	K		shoemake 2025-06-30 13:06:34	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-7C	PKSG-7C_LP-DIR-T	PKSG-7		lt	169.2	38.3	2	10	0	1.0	5.0	433	273	K		shoemake 2025-06-30 13:06:34	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-7D		PKSG-7D																	This study	LP-NOMAG				PKSG	PKSG
PKSG-7D		PKSG-7																	This study	LP-NOMAG				PKSG	PKSG
PKSG-8A		PKSG-8A																	This study	LP-NOMAG				PKSG	PKSG
PKSG-8A		PKSG-8																	This study	LP-NOMAG				PKSG	PKSG
PKSG-8B	PKSG-8B_LP-DIR-T	PKSG-8		mt	129.0	15.1	2	7	0	4.2	1.9	723	573	K		shoemake 2025-06-30 13:09:03	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-8B	PKSG-8B_LP-DIR-T	PKSG-8		lt	114.8	24.1	2	9	0	9.1	15.2	433	273	K		shoemake 2025-06-30 13:09:03	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-8B		PKSG-8																	This study	LP-NOMAG				PKSG	PKSG
PKSG-8B		PKSG-8B																	This study	LP-NOMAG				PKSG	PKSG
PKSG-8C		PKSG-8																	This study	LP-NOMAG				PKSG	PKSG
PKSG-8C	PKSG-8C_LP-DIR-T	PKSG-8		mt	127.5	15.2	2	7	0	4.0	1.1	723	573	K		shoemake 2025-06-30 18:24:51	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-8C	PKSG-8C_LP-DIR-T	PKSG-8		lt	133.4	4.0	2	8	0	17.5	34.9	403	273	K		shoemake 2025-06-30 18:24:51	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-8C		PKSG-8C																	This study	LP-NOMAG				PKSG	PKSG
PKSG-8D		PKSG-8D																	This study	LP-NOMAG				PKSG	PKSG
PKSG-8D	PKSG-8D_LP-DIR-T	PKSG-8		mt	120.2	21.4	2	7	0	6.0	2.0	723	573	K		shoemake 2025-06-30 13:14:06	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-8D	PKSG-8D_LP-DIR-T	PKSG-8		lt	152.8	-17.3	2	8	0	51.4	26.0	403	273	K		shoemake 2025-06-30 13:14:06	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSG	PKSG
PKSG-8D		PKSG-8																	This study	LP-NOMAG				PKSG	PKSG
PKSG-8E		PKSG-8E																	This study	LP-NOMAG				PKSG	PKSG
PKSG-8E		PKSG-8																	This study	LP-NOMAG				PKSG	PKSG
PKSH-1A		PKSH-1A																	This study	LP-NOMAG				PKSH	PKSH
PKSH-1A		PKSH-1																	This study	LP-NOMAG				PKSH	PKSH
PKSH-1B	PKSH-1B_LP-DIR-T	PKSH-1B		mt	152.2	-18.0	2	4	0	9.9	6.2	723	573	K		shoemake 2025-06-30 13:16:34	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSH	PKSH
PKSH-1B	PKSH-1B_LP-DIR-T	PKSH-1B		lt	128.8	-33.2	2	3	0	4.7	6.8	433	373	K		shoemake 2025-06-30 13:16:34	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSH	PKSH
PKSH-1B		PKSH-1B																	This study	LP-NOMAG				PKSH	PKSH
PKSH-1B		PKSH-1																	This study	LP-NOMAG				PKSH	PKSH
PKSH-1C	PKSH-1C_LP-DIR-T	PKSH-1C		mt	135.9	-21.7	1	6	0	1.2	10.8	723	543	K		shoemake 2025-06-30 13:19:02	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSH	PKSH
PKSH-1C		PKSH-1C																	This study	LP-NOMAG				PKSH	PKSH
PKSH-1C		PKSH-1																	This study	LP-NOMAG				PKSH	PKSH
PKSH-1D		PKSH-1																	This study	LP-NOMAG				PKSH	PKSH
PKSH-1D		PKSH-1D																	This study	LP-NOMAG				PKSH	PKSH
PKSH-1D	PKSH-1D_LP-DIR-T	PKSH-1D		mt	133.6	-25.6	1	7	0	1.6	14.5	723	573	K		shoemake 2025-06-30 13:21:29	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSH	PKSH
PKSH-1E		PKSH-1E																	This study	LP-NOMAG				PKSH	PKSH
PKSH-1E		PKSH-1																	This study	LP-NOMAG				PKSH	PKSH
PKSH-1E	PKSH-1E_LP-DIR-T	PKSH-1E		mt	136.2	-23.5	1	8	0	2.6	6.9	723	543	K		shoemake 2025-06-30 13:23:55	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSH	PKSH
PKSH-1F		PKSH-1F																	This study	LP-NOMAG				PKSH	PKSH
PKSH-1F		PKSH-1																	This study	LP-NOMAG				PKSH	PKSH
PKSH-1F	PKSH-1F_LP-DIR-T	PKSH-1F		mt	129.6	-26.6	2	7	0	2.9	12.4	693	543	K		shoemake 2025-06-30 13:26:21	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSH	PKSH
PKSH-1F	PKSH-1F_LP-DIR-T	PKSH-1F		lt	149.0	-34.4	2	3	0	13.9	4.5	433	373	K		shoemake 2025-06-30 13:26:21	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSH	PKSH
PKSH-1G		PKSH-1																	This study	LP-NOMAG				PKSH	PKSH
PKSH-1G		PKSH-1G																	This study	LP-NOMAG				PKSH	PKSH
PKSH-1G	PKSH-1G_LP-DIR-T	PKSH-1G		lt	174.7	-48.5	2	3	0	29.4	5.7	433	373	K		shoemake 2025-06-30 13:28:49	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSH	PKSH
PKSH-1G	PKSH-1G_LP-DIR-T	PKSH-1G		mt	149.6	-30.6	2	6	0	14.8	16.7	723	573	K		shoemake 2025-06-30 13:28:49	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSH	PKSH
PKSH-1H		PKSH-1H																	This study	LP-NOMAG				PKSH	PKSH
PKSH-1H		PKSH-1																	This study	LP-NOMAG				PKSH	PKSH
PKSH-1H	PKSH-1H_LP-DIR-T	PKSH-1H		lt	215.6	-41.9	2	3	0	54.2	1.5	433	373	K		shoemake 2025-06-30 13:31:19	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSH	PKSH
PKSH-1H	PKSH-1H_LP-DIR-T	PKSH-1H		mt	140.5	-29.1	2	4	0	7.4	3.2	723	543	K		shoemake 2025-06-30 13:31:19	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSH	PKSH
